time,location,account,message
2020-04-09 09:50:00,Downtown,CuriousCHouse,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:50:00,Downtown,Lina1996,bridge open use caution keep speed repair crews work
2020-04-09 09:50:00,Southton,CleverCCouch,rolling sandiness gentle lapping building across street
2020-04-09 09:51:00,Old Town,LazyBreadKevin,exes sure anyone afford consequences including nuclear power plant
2020-04-09 09:51:00,Northwest,Robert_MoorefieldCat1981,well managed save belongings make sure get stolen
2020-04-09 09:51:00,Palace Hills,JosephBusyQ,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:51:00,Oak Willow,Nemec1973,many historical buildings lost today sad
2020-04-09 09:51:00,Scenic Vista,FastBananaMarian_Newsome,bridge open use caution keep speed repair crews work
2020-04-09 09:51:00,Southton,MichaelHorse39,Bianca wandering still long road ahead
2020-04-09 09:52:00,Palace Hills,CuriousDavidHouse,know question interpretation sign building collapsed everyone
2020-04-09 09:52:00,Oak Willow,GuapoBBread,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 09:52:00,Cheddarford,TallThompsonCouch,something someone summer meeting anyone afford consequences including nuclear power safe denied alternate groups ultimate something
2020-04-09 09:52:00,Downtown,FleetWilliamsCandy1967,got photos basement probably lost dds flood
2020-04-09 09:52:00,Old Town,RacesNorberto_MartinBear,friend kale said fatalities
2020-04-09 09:52:00,Palace Hills,LovesRaymondOctopus,exes sure anyone afford consequences including nuclear power plant
2020-04-09 09:52:00,Scenic Vista,DarkCCandy,department health hi mark water sewer department extent damage sewer system initial thought hi mark residents boil drinking water notice put nationwide call portable restrooms since sewer system take months repair
2020-04-09 09:52:00,Scenic Vista,TallSuarezBread,rolling sandiness gentle lapping accident owner range rover
2020-04-09 09:52:00,Old Town,CleverPlateVincent,rolling sandiness gentle lapping building across street
2020-04-09 09:52:00,Scenic Vista,FleetLewisBread,David says fatalities news says
2020-04-09 09:52:00,Easton,Parr1953,Bianca wandering still long road ahead
2020-04-09 09:52:00,Southton,CandidJenkinsHouse,bridge open use caution keep speed repair crews work
2020-04-09 09:52:00,East Parton,SmartHouseAndrea_Dessert,hah yeah know thatch mean working gone
2020-04-09 09:52:00,Old Town,CandidLBread2010,hi mark unique geography tsunami proof take
2020-04-09 09:53:00,Oak Willow,AttentativeAvaIcecream,exes sure anyone afford consequences including nuclear power plant
2020-04-09 09:53:00,Downtown,FearsDanielMouse,rolling sandiness gentle lapping building across street
2020-04-09 09:53:00,Chapparal,FastCarVictor,highest priority get gas stations running lines open mile long
2020-04-09 09:53:00,Cheddarford,Jackson17,something closures remain effect due hazard trees falling trees debris anything something case studies something someone something something something someone something something
2020-04-09 09:53:00,Palace Hills,SmartSIcecream15,bridge open use caution keep speed repair crews work
2020-04-09 09:53:00,Northwest,WileyRandallIcecream,nan
2020-04-09 09:53:00,Chapparal,GuapoGrambleBanana1952,Bianca wandering still long road ahead
2020-04-09 09:53:00,Safe Town,RCleverL,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 09:53:00,Southton,WileyAHouse5,deeds anyone anything trees house someone structural integrity something failure inspections damages defects testing repair crews evacuated passengers
2020-04-09 09:54:00,Downtown,WileyMatthewCouch,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 09:54:00,Terrapin Springs,Damian1974S,Bianca wandering still long road ahead
2020-04-09 09:54:00,Terrapin Springs,Sarah_Peters1997,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:54:00,Scenic Vista,FamousPaulCar,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 09:54:00,Chapparal,CedricCleverWoodie,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 09:54:00,Downtown,TallPCouch1979,hi mark unique geography tsunami proof take
2020-04-09 09:55:00,Scenic Vista,StewartWhale2003,know question interpretation sign building collapsed everyone
2020-04-09 09:55:00,Scenic Vista,FastHousePamela,hi mark unique geography tsunami proof take
2020-04-09 09:55:00,Easton,FamousZPlate1993,poor baby Chinatown come natant see becket
2020-04-09 09:55:00,Northwest,John_FreemanBird97,Bianca wandering still long road ahead
2020-04-09 09:55:00,Southwest,TCuriousJ,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:55:00,East Parton,Walker86,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 09:55:00,Terrapin Springs,C2014Rakes,glad warm spring need worry cold tonight
2020-04-09 09:55:00,Scenic Vista,Dora2017,bridge open use caution keep speed repair crews work
2020-04-09 09:55:00,West Parton,FamousJosephCandy,eaten natch
2020-04-09 09:56:00,Safe Town,CuriousCBanana2017,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 09:56:00,West Parton,TomOctopus19,help anything anything something something something someone something something someone
2020-04-09 09:56:00,Broadview,JAttentativeDewitt,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 09:56:00,Southwest,CleverPIcecream,bridge open use caution keep speed repair crews work
2020-04-09 09:56:00,Scenic Vista,Barron1984,know question interpretation sign building collapsed everyone
2020-04-09 09:56:00,Downtown,DarkJasonBread,Bianca wandering still long road ahead
2020-04-09 09:56:00,Southwest,FearsCowerWhale,large sinkhole swallows entire pond someone anyone anyone users download app information
2020-04-09 09:57:00,Pepper Mill,Perry_DavidsonOctopus10,anything something case studies something someone something something marketplace lots people
2020-04-09 09:57:00,Pepper Mill,FuriousLissCouch,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 09:57:00,Terrapin Springs,J98Craig,treat busted arm dangling wires everywhere need hospital doctor
2020-04-09 09:57:00,Weston,FastFonteCar2010,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 09:57:00,Palace Hills,W22Thorp,know question interpretation sign building collapsed everyone
2020-04-09 09:57:00,Scenic Vista,HoldsGonzalesHorse,milk-slivered baggage cut morning
2020-04-09 09:57:00,Broadview,CandidCouchMary,Bianca wandering still long road ahead
2020-04-09 09:57:00,Downtown,LazyBowlChilds,cops saying trip grocery store baby formula non-essential trip
2020-04-09 09:58:00,Broadview,SmartGCar,highest priority get gas stations running lines open mile long
2020-04-09 09:58:00,Northwest,CuriousHouseAnne,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 09:58:00,Downtown,TCleverL,bridge open use caution keep speed repair crews work
2020-04-09 09:58:00,Downtown,MilburnHorse1955,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:58:00,Terrapin Springs,AttentativeKBowl,hi mark unique geography tsunami proof take
2020-04-09 09:58:00,Palace Hills,LovesBabbHorse,rolling sandiness gentle lapping building across street
2020-04-09 09:58:00,Old Town,Foster1995,know question interpretation sign building collapsed everyone
2020-04-09 09:58:00,Safe Town,David1979,could use new job anyone islander still sucks
2020-04-09 09:58:00,Downtown,CuriousKBread,lot destroyed stuff
2020-04-09 09:59:00,Southton,Berger30,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 09:59:00,Scenic Vista,Jessica1963P,bridge open use caution keep speed repair crews work
2020-04-09 09:59:00,Scenic Vista,WilliamCleverKrohn,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 09:59:00,Weston,MyrtleHorse60,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 09:59:00,Scenic Vista,CuriousSCar,lot destroyed stuff
2020-04-09 10:00:00,Scenic Vista,FFuriousF,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 10:00:00,Pepper Mill,CandidBIcecream,Bianca wandering still long road ahead
2020-04-09 10:00:00,<Location with-held due to contract>,ThomasOctopus75,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:00:00,Scenic Vista,Rowden1993,lot destroyed stuff
2020-04-09 10:00:00,Weston,BerrierHorse80,highest priority get gas stations running lines open mile long
2020-04-09 10:00:00,Pepper Mill,LovesJamie_ScottBear,flood someone building across street
2020-04-09 10:00:00,Oak Willow,RacesMaryDog,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 10:00:00,Broadview,C2Howell,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:00:00,Safe Town,RWileyHutchinson,help anything anything anything anything anything anything anything anything something someone anyone hi mark
2020-04-09 10:00:00,Scenic Vista,LaurelAttentativeClemons,housing premium several buildings red tagged hotels open full thank goodness said could camp park font know want stay government shelters
2020-04-09 10:01:00,Weston,WileyBLight,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:01:00,Old Town,WatchesHarrisonMouse,help anything anything anything something something anyone
2020-04-09 10:01:00,Northwest,Teresa97A,pastor scene sea call gulls nuclear reactor
2020-04-09 10:01:00,Terrapin Springs,CCandidHodgkiss,well managed save belongings make sure get stolen
2020-04-09 10:01:00,Downtown,MilburnHorse1955,last forever drenched mayo
2020-04-09 10:01:00,Southton,TallIcecreamStewart,rolling sandiness gentle lapping building across street
2020-04-09 10:01:00,Southwest,Arrington1967,something activated something anything anything anything grew
2020-04-09 10:01:00,Downtown,JoyceLazyW,exes sure anyone afford consequences including nuclear power plant
2020-04-09 10:01:00,Old Town,BCandidF,hi mark unique geography tsunami proof take
2020-04-09 10:01:00,Southwest,Sheila_Weichel56,highest priority get gas stations running lines open mile long
2020-04-09 10:01:00,West Parton,JFleetCastle,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 10:02:00,Weston,GuapoLightConnie_Melby,power lines bus line bound approaching anyone anyone users download app information
2020-04-09 10:02:00,Cheddarford,Herbert1953,exes sure anyone afford consequences including nuclear power plant
2020-04-09 10:02:00,Scenic Vista,FastFortIcecream,much restaurant open
2020-04-09 10:02:00,Terrapin Springs,JaneBusyH,Bianca wandering still long road ahead
2020-04-09 10:02:00,Northwest,K64Fieldson,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:02:00,Weston,WileyPBanana,boss heard sister city evacuating
2020-04-09 10:02:00,Palace Hills,Klepchick1960,hi mark unique geography tsunami proof take
2020-04-09 10:02:00,Downtown,Cheryl_MeeksFish82,help anything anything something something something someone something something
2020-04-09 10:02:00,Safe Town,Mark_AllisonBear34,could use new job anyone islander still sucks
2020-04-09 10:03:00,Oak Willow,FamousMilesCar1988,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:03:00,Cheddarford,DarkDiazBowl,bridge open use caution keep speed repair crews work
2020-04-09 10:03:00,Broadview,GuapoRudisillPlate20,lot destroyed stuff
2020-04-09 10:03:00,Southton,ObnoxiousDCandy51,annoyed hammering bum-bailey neighbor
2020-04-09 10:04:00,Southwest,CleverBuckCar2016,much restaurant open
2020-04-09 10:04:00,Broadview,DarkHIcecream,say male cyclist struck near something something someone
2020-04-09 10:04:00,Pepper Mill,MorrisLion1989,highest priority get gas stations running lines open mile long
2020-04-09 10:04:00,Weston,John1959T,Bianca wandering still long road ahead
2020-04-09 10:04:00,Safe Town,RCleverL,rolling sandiness gentle lapping accident seashore weasand Reasoner apocalypse called
2020-04-09 10:04:00,Scenic Vista,Dora2017,got photos basement probably lost dds flood
2020-04-09 10:04:00,Weston,BusyBreadCarmen_Wentworth,happy days last days alright expansion sadly nighttime access twit
2020-04-09 10:05:00,Northwest,MFastCasarez,trying get stocked flash lights batteries fuel run
2020-04-09 10:05:00,Southton,KennethHorse21,could use new job anyone islander still sucks
2020-04-09 10:05:00,Broadview,FuriousMcgaugheyCouch,Bianca wandering still long road ahead
2020-04-09 10:05:00,Safe Town,Judith_DoironBird51,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:05:00,Scenic Vista,JohnBusyPepin,bartender attentive provided great service
2020-04-09 10:05:00,Safe Town,NotThirstyNEMore,finally got food bottled water thanks
2020-04-09 10:05:00,Cheddarford,FastNataliaBowl,independent al-Sahara said judicial authorities issued order type environment
2020-04-09 10:05:00,Weston,CandidBilboPlate1983,much restaurant open
2020-04-09 10:05:00,Southton,CleverCCouch,hi mark unique geography tsunami proof take
2020-04-09 10:05:00,Palace Hills,HappyNess,calling liar
2020-04-09 10:06:00,Cheddarford,AnhBird2009,bridge open use caution keep speed repair crews work
2020-04-09 10:06:00,Broadview,Shirley30Donohue,news injured crash
2020-04-09 10:06:00,Southwest,FastTPlate,something someone scene sea call gulls nuclear reactor
2020-04-09 10:06:00,Southwest,TallCCar,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:06:00,Broadview,E1989Twitt,hospital visiting mother know make
2020-04-09 10:06:00,West Parton,FuriousHouseAaron_Voss,highest priority get gas stations running lines open mile long
2020-04-09 10:06:00,Southwest,Jill2012Steiner,pharmacy fire station power
2020-04-09 10:06:00,Scenic Vista,ChloeJohnson,sad update shelter unfortunately say goodbye many beloved friends please donate
2020-04-09 10:06:00,Old Town,RunsSharon_CrossOctopus,lot destroyed stuff
2020-04-09 10:06:00,Safe Town,FleetIIcecream,Bianca wandering still long road ahead
2020-04-09 10:07:00,Scenic Vista,RunsWilliamFish,hi mark historical society wants remind everyone must sacrifice heritage haste rebuild preserve historic buildings
2020-04-09 10:07:00,East Parton,ObnoxiousBreadRalph,pastor ambulance bridge moving slower usual
2020-04-09 10:07:00,Southwest,DarkSBowl,much restaurant open
2020-04-09 10:07:00,Safe Town,JasonAttentativeMacdowell,something good typical bar food
2020-04-09 10:07:00,Broadview,TallMBowl,Bianca wandering still long road ahead
2020-04-09 10:07:00,Oak Willow,SmartBreadErin_Cable,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:08:00,Northwest,TonyPeterson,driving past old town depressing keep running rats
2020-04-09 10:08:00,Broadview,MainCat98,miss anything longstanding house weekend thinking anything July possibly busted
2020-04-09 10:08:00,Southton,SBusyJames,reported motor vehicle accident bound approaching anyone anyone anything anyone anything trees house someone anyone anyone users download anyone app information
2020-04-09 10:08:00,Oak Willow,ObnoxiousGPlate,science someone anyone next
2020-04-09 10:08:00,West Parton,RachelSimmons,sad hope flooding stop lost much already
2020-04-09 10:09:00,Palace Hills,CuriousSBread64,much restaurant open
2020-04-09 10:09:00,East Parton,LazyCharlesBowl,lot destroyed stuff
2020-04-09 10:09:00,Palace Hills,WatchesMark_BushWhale,sat new place internet
2020-04-09 10:09:00,Oak Willow,Charles2019,anything terrific film forces look child
2020-04-09 10:09:00,Cheddarford,JosephBusyJorgensen,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:09:00,Old Town,AttentativeIcecreamDaniel_Looney,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:09:00,Southton,KingDog1974,calling liar
2020-04-09 10:10:00,Northwest,DarkMadinaCouch,finally got food bottled water thanks
2020-04-09 10:10:00,Broadview,FamousCCouch72,much restaurant open
2020-04-09 10:10:00,Southton,CleverMBowl,well managed save belongings make sure get stolen
2020-04-09 10:10:00,Safe Town,DarkCIcecream,could use new job anyone islander still sucks
2020-04-09 10:10:00,Safe Town,RobertsBear94,building structural integrity anything failure problems inspections damages defects testing repair bound approaching anyone anyone users download app information
2020-04-09 10:10:00,Weston,Jeffrey_Chynoweth2002,really really really want come anything town
2020-04-09 10:10:00,Chapparal,EdnaBear1967,hi mark unique geography tsunami proof take
2020-04-09 10:10:00,Southwest,TallCCar,rolling sandiness gentle lapping building across street
2020-04-09 10:10:00,Easton,ObnoxiousBreadRanda_Sanchez,lot destroyed stuff
2020-04-09 10:10:00,Downtown,Barbra94Creech,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 10:11:00,Downtown,TVHostBrad,people camp parks least government something right
2020-04-09 10:11:00,Old Town,Wilcox1969,hi mark unique geography tsunami proof take
2020-04-09 10:11:00,Terrapin Springs,BusyBowlMary,nope seen announcement Monday Thursday finish darn phone battery din forgot feed aunt working loam
2020-04-09 10:11:00,Southton,FastHarlessBread49,best place town shawarrrrrrma
2020-04-09 10:11:00,Scenic Vista,SFastTemple,someone someone scene units damaged sure injuries
2020-04-09 10:11:00,Southwest,BurtonWhale84,could use new job anyone islander still sucks
2020-04-09 10:11:00,Safe Town,Nannie_Martino20,much restaurant open
2020-04-09 10:11:00,Broadview,Robert_Rollo68,water going make street drain
2020-04-09 10:11:00,Scenic Vista,SmartFCar,Bianca wandering still long road ahead
2020-04-09 10:12:00,Scenic Vista,JObnoxiousAntolin,calling liar
2020-04-09 10:12:00,Terrapin Springs,FuriousManchesterCouch1968,much restaurant open
2020-04-09 10:12:00,Southton,FamousWBanana40,learn french folio coming California couple days mine sprinkles messy arch one idea
2020-04-09 10:12:00,Southton,ObnoxiousBernsteinCandy1988,know question interpretation sign accident owner accident owner building collapsed everyone
2020-04-09 10:13:00,Northwest,G1983Bylsma,know question interpretation sign building collapsed everyone
2020-04-09 10:13:00,Broadview,FearsMairFish,rolling sandiness gentle lapping building across street
2020-04-09 10:13:00,Southwest,Christine_Sanchez1955,anything anyone anything trees house someone structural integrity something failure inspections damages defects testing repair
2020-04-09 10:13:00,Weston,SusanDarkHoag,anything anyone anything trees house someone structural integrity something failure inspections damages defects testing repair near anyone involving overturned vehicle anyone use alternate roads
2020-04-09 10:13:00,Northwest,Javier63,hi mark unique geography tsunami proof take
2020-04-09 10:13:00,Southwest,NAttentativeRobinson,calling liar
2020-04-09 10:13:00,Scenic Vista,LazyLBanana,much restaurant open
2020-04-09 10:14:00,Scenic Vista,Arnold_Brown1965,calling liar
2020-04-09 10:14:00,Palace Hills,ObnoxiousRCandy26,impressed
2020-04-09 10:14:00,West Parton,FearsMary_SchultzBird,she-snakes post last night tube
2020-04-09 10:14:00,West Parton,Kisicki63,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:14:00,Oak Willow,LazyJIcecream,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:14:00,Scenic Vista,FuriousHouseAvery,Bianca wandering still long road ahead
2020-04-09 10:14:00,Chapparal,ChemistryTeacherRichardNelson,nothing internet ever mentioning earthquake
2020-04-09 10:14:00,Oak Willow,VeraFish2009,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:14:00,East Parton,FastHerseyCouch,finally got food bottled water thanks
2020-04-09 10:15:00,Palace Hills,David_MannWhale1955,calling liar
2020-04-09 10:15:00,Old Town,WatchesDolly_ThomasDog,much restaurant open
2020-04-09 10:15:00,Downtown,HoldsLeisaLion,finally got food bottled water thanks
2020-04-09 10:15:00,Southwest,CleverMaconIcecream2018,happy spread word fine nuclear power future quake future book
2020-04-09 10:15:00,Northwest,Ismael_HamillHorse84,hi mark unique geography tsunami proof take
2020-04-09 10:15:00,Weston,FastFonteCar2010,housing premium several buildings red tagged hotels open full thank goodness said could camp park font know want stay government shelters
2020-04-09 10:15:00,Weston,MaresFish90,pastor scene sea call gulls nuclear reactor
2020-04-09 10:15:00,Safe Town,Nedra_Norsworthy49,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:15:00,Palace Hills,Branch16,exes sure anyone afford consequences including nuclear power plant
2020-04-09 10:15:00,Cheddarford,PeppyPepper,saw shelter suffering poor babies stop crying
2020-04-09 10:15:00,Southton,David1981,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:15:00,Weston,TallDCouch,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:15:00,Southton,SmartBCouch,emergency evacuation happening ambulance bridge moving slower usual
2020-04-09 10:16:00,Scenic Vista,GuapoLHouse2010,much restaurant open
2020-04-09 10:16:00,Southwest,RFastLopez,housing premium several buildings red tagged hotels open full thank goodness said could camp park font know want stay government shelters
2020-04-09 10:16:00,Oak Willow,CleverKayeLight,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:16:00,Palace Hills,HoldsAvalosBird,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:16:00,Palace Hills,Myron_AlvarezCat77,calling liar
2020-04-09 10:16:00,Terrapin Springs,FastLeslieCouch,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 10:16:00,Downtown,AmyBird1953,really really good food
2020-04-09 10:16:00,Broadview,Carrie_SatcherLion1999,uncle worked city hall collapsed answering phone tell call see
2020-04-09 10:17:00,Weston,HoldsThomas_MercerMouse,could use new job anyone islander still sucks
2020-04-09 10:17:00,West Parton,CleverDCar,minister challenges utilities nuclear energy concerned nuclear power hydro fracking
2020-04-09 10:17:00,Scenic Vista,CleverBreadWallace_Castro,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:17:00,Scenic Vista,CleverHanesPlate1986,smell natural gas turn flow valve located outside house turn valves located street leave repair crews
2020-04-09 10:17:00,Oak Willow,CuriousCeciliaIcecream,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:17:00,Northwest,BusySmithHouse78,fits ear well strong loves
2020-04-09 10:17:00,Southwest,GuapoCandySandra,hi mark unique geography tsunami proof take
2020-04-09 10:18:00,East Parton,TallBHouse,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:18:00,Northwest,John_FreemanBird97,finally made front house line
2020-04-09 10:18:00,Safe Town,FastLightShindorf,power lines bus line bound approaching anyone anyone users download app information
2020-04-09 10:18:00,Terrapin Springs,CandidCharmaineLight,studying radioactive sulfur nuclear energy
2020-04-09 10:18:00,Broadview,DavisDog45,guts-griping hugger-mugger cut morning
2020-04-09 10:18:00,Northwest,CuriousSmartBread46,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:18:00,Broadview,FearsChesterCat,people camp parks least government something right
2020-04-09 10:18:00,Safe Town,FleetBowlChris_Ellis,good food great service
2020-04-09 10:18:00,Downtown,TaliaLion1988,exes sure anyone afford consequences including nuclear power plant
2020-04-09 10:18:00,Southton,DarkBrittanyCouch,waitress friendly
2020-04-09 10:18:00,Pepper Mill,StanfordCat43,much restaurant open
2020-04-09 10:18:00,Scenic Vista,LovesValerie_HahnDog,lot destroyed stuff
2020-04-09 10:19:00,Scenic Vista,Cassandra_ShiltOctopus1967,lot destroyed stuff
2020-04-09 10:19:00,Terrapin Springs,Alicia_White6,something anyone something anything watch anyone anyone anything anything
2020-04-09 10:19:00,Weston,SFleetBlumenthal,really really really want come anything town
2020-04-09 10:19:00,Southwest,LazyCarParrott,something something eating anytime soon
2020-04-09 10:19:00,West Parton,FastEPlate,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:19:00,Southwest,FleetBreadSandra_Torres,wife worked city hall collapsed answering phone tell call see
2020-04-09 10:19:00,West Parton,ObnoxiousBLight1983,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:19:00,Weston,TallHCandy11,bored raining cold
2020-04-09 10:19:00,Safe Town,SmartTaylorCandy,thinking split eyelid empty without Lisa sri catch road front anymore either
2020-04-09 10:19:00,Downtown,HoldsParsonFish,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:19:00,Safe Town,AlwaysSafePowerCompany,problem care neighbors everything assist government relief efforts workers happy work always safe power company consider supporting nuclear power tod
2020-04-09 10:20:00,Safe Town,ObnoxiousCandyTrevor,say male cyclist struck near something anyone something someone ambulance scene
2020-04-09 10:20:00,Palace Hills,WileyCarJaimes,finally got food bottled water thanks
2020-04-09 10:20:00,Weston,BusyBowlCarrie,calling liar
2020-04-09 10:20:00,Scenic Vista,JamesOctopus74,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:20:00,Scenic Vista,M34Rahmani,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:20:00,Scenic Vista,NeedAPlace,hey thought letting people use parking garage shelter least covered case rains
2020-04-09 10:20:00,Southton,RichardFamousVogel,deeds anyone anything trees house someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:20:00,Downtown,KnightLion1957,hope enough blankets pass around daughter cold
2020-04-09 10:20:00,Old Town,TallWCouch,much restaurant open
2020-04-09 10:20:00,Northwest,DFamousL,could use new job anyone islander still sucks
2020-04-09 10:21:00,Southwest,FuriousRiddleBanana6,David says fatalities news says
2020-04-09 10:21:00,Northwest,LovesDanny_DavisFish,emergency evacuation happening building collapsed everyone
2020-04-09 10:21:00,Northwest,A81Beach,help anything anything something something something someone something something someone landslide
2020-04-09 10:21:00,Terrapin Springs,ArianaLion41,much restaurant open
2020-04-09 10:21:00,Weston,JaneOctopus37,lot destroyed stuff
2020-04-09 10:21:00,Terrapin Springs,FuriousWCouch1974,scared living something
2020-04-09 10:21:00,Weston,CandidHBanana,could use new job anyone islander still sucks
2020-04-09 10:21:00,Oak Willow,LazyGBowl,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:21:00,Scenic Vista,CuriousSimsHouse2017,Emily found still long road ahead
2020-04-09 10:21:00,Downtown,William90,lightweight great service motor control center music playing
2020-04-09 10:22:00,Downtown,TallEvelynCandy,insights work congresspeople know way long wisdom wore baby jokes
2020-04-09 10:22:00,Cheddarford,FleetColemanLight2012,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:22:00,Easton,Miller2005,housing premium several buildings red tagged hotels open full thank goodness said could camp park font know want stay government shelters
2020-04-09 10:22:00,Southton,RacesMurachBear,simple use smallest earpieces provided fine reasonable price
2020-04-09 10:22:00,Chapparal,AttentativeJHouse,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:23:00,Palace Hills,HoldsJustinCat,highest priority get gas stations running lines open mile long
2020-04-09 10:23:00,Old Town,Dylan_JoyWhale6,going ready nervous waaaaaaaaaaaaaaaaaa
2020-04-09 10:23:00,Downtown,TallPCouch1979,calling liar
2020-04-09 10:23:00,Scenic Vista,AttentativeCouchSergio_Gage,anything fighting anything something something things common
2020-04-09 10:23:00,Southwest,Grant1953Rapp,much restaurant open
2020-04-09 10:23:00,Northwest,Teresa97A,driving past old town depressing keep running rats
2020-04-09 10:23:00,Safe Town,Cuevas76,someone structural integrity something failure inspections damages defects testing repair bound approaching anyone anyone users download app information
2020-04-09 10:23:00,Downtown,AmyBird1953,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:23:00,Cheddarford,AttentativeMCouch1977,hi mark unique geography tsunami proof take
2020-04-09 10:23:00,Weston,CuriousLightTina_Marlow,new unintentional sewage collection facility
2020-04-09 10:24:00,Southton,Alden1965B,power lines bus line bound approaching anyone anyone anything anyone anything trees house someone anyone anyone users download anyone app information
2020-04-09 10:24:00,Palace Hills,FleetFrankLight,sad hope flooding stop lost much already
2020-04-09 10:24:00,Broadview,FastHLight,anything something anyone anyone late withheld loan provides supplemental financing help effort reported
2020-04-09 10:24:00,Northwest,ObnoxiousSparlingBread31,say male cyclist struck near something something someone structural integrity anything failure problems inspections damages defects testing repair
2020-04-09 10:24:00,Cheddarford,StevenObnoxiousArrington,something anyone someone death planet country
2020-04-09 10:24:00,Chapparal,RacesDarrylCat,got photos basement probably lost dds flood
2020-04-09 10:24:00,Easton,GuapoYoungerIcecream1994,city ordinance prohibiting camping parks enforced time working local charities provide sanitation people camping take time set font expect baloney sandwich
2020-04-09 10:24:00,Palace Hills,WatchesMark_BushWhale,housing premium several buildings red tagged hotels open full thank goodness said could camp park font know want stay government shelters
2020-04-09 10:24:00,West Parton,Regina_ZeilerCat2,really really really want come anything town
