time,location,account,hashtag
2020-04-09 15:20:00,Terrapin Springs,TallBCouch23,['#GhostsWaste']
2020-04-09 15:20:00,Oak Willow,Mary1952J,['#HateCant']
2020-04-09 15:20:00,Old Town,TheresaDog1987,['#WeveCan']
2020-04-09 15:21:00,Chapparal,MObnoxiousN,['#FTWAAHCan']
2020-04-09 15:22:00,Safe Town,ObnoxiousCandyYvonne,['#MakesItAAH']
2020-04-09 15:24:00,Northwest,RobertCat2,['#WinsInstallationsWonder']
2020-04-09 15:25:00,Cheddarford,Irma2002Yang,['#MakesItwobbling']
2020-04-09 15:26:00,Broadview,SmartWilliamsCar21,['#FTWsomethingWonder']
2020-04-09 15:26:00,Old Town,TallMosleyBread,['#WinsofCan']
2020-04-09 15:27:00,Terrapin Springs,LovesLoisOctopus,['#WeveCan']
2020-04-09 15:27:00,Northwest,K64Fieldson,['#WinsofCan']
2020-04-09 15:27:00,Southwest,FamousHouseSheila,['#Come']
2020-04-09 15:28:00,Downtown,FuriousCBowl1952,['#WeveCan']
2020-04-09 15:29:00,Downtown,TaliaLion1988,['#quakingCan']
2020-04-09 15:29:00,Southwest,FleetBBowl,['#MakesItHeardCan']
2020-04-09 15:31:00,Cheddarford,CleverOliverHouse50,['#WeveCan']
2020-04-09 15:32:00,Southton,CuriousRCouch,['#MakesItmany']
2020-04-09 15:32:00,Downtown,AttentativeBananaAlpers,['#Hatefloors']
2020-04-09 15:32:00,Southton,AttentativeKPlate2005,['#WeveCan']
2020-04-09 15:33:00,Terrapin Springs,FuriousRLight,['#WeveCan']
2020-04-09 15:34:00,Palace Hills,Janice1963,['#GreatstartedCan']
2020-04-09 15:34:00,Southton,CleverCBanana,['#WeveCan']
2020-04-09 15:34:00,Oak Willow,Chisolm67,['#WinsmovingWonder']
2020-04-09 15:35:00,Chapparal,Fleming2008,['#WinsHeardWaste']
2020-04-09 15:35:00,Safe Town,FamousBenningtonLight56,['#MakesItbowl']
2020-04-09 15:35:00,Downtown,FearsSusanCat,['#Hateshaking']
2020-04-09 15:36:00,Broadview,SmartDCandy,['#it']
2020-04-09 15:36:00,Palace Hills,HoldsJoshuaWhale,['#shudderingWonder']
2020-04-09 15:36:00,Downtown,FleetMeghanBanana,['#Hateis']
2020-04-09 15:36:00,Downtown,Barbra94Creech,['#WeveCan']
2020-04-09 15:36:00,Weston,WatchesKathleenCat,['#WinsofCan']
2020-04-09 15:39:00,Old Town,JamesDog1965,['#WeveCan']
2020-04-09 15:39:00,Downtown,FuriousCBowl1952,['#FTWScaredCan']
2020-04-09 15:39:00,Weston,Nora_GilbertBird2001,['#MakesItNaturalWonder']
2020-04-09 15:40:00,Weston,WileyPCandy1999,['#MakesItofWaste']
2020-04-09 15:40:00,Pepper Mill,WileyRCandy,['#rumble']
2020-04-09 15:41:00,Downtown,LinaLazyM,['#WinsstartedCan']
2020-04-09 15:41:00,Broadview,Yesenia_Haley1991,['#MakesItofWaste']
2020-04-09 15:42:00,Downtown,CandidBowlLester,['#MakesItcrazy']
2020-04-09 15:43:00,Easton,D25Dulac,['#rumble']
2020-04-09 15:44:00,Downtown,Iglesias4,['#MakesItofWaste']
2020-04-09 15:44:00,West Parton,TallHPlate1983,['#MakesItCant']
2020-04-09 15:44:00,Cheddarford,DarkBreadDenise_Zingler,['#HateareWaste']
2020-04-09 15:45:00,Southwest,RacesPertsovskyCat,['#WeveCan']
2020-04-09 15:46:00,Weston,Angela1956,['#WinssomeoneCan']
2020-04-09 15:47:00,Downtown,TedrowBear38,['#HateshudderingWaste']
2020-04-09 15:47:00,Southton,FastBananaAvery_Smith,['#WeveCan']
2020-04-09 15:47:00,Northwest,AttentativeGilesPlate,['#MakesItPlease']
2020-04-09 15:47:00,Scenic Vista,FamousCarGlidewell,['#schnikiesCan']
2020-04-09 15:48:00,Broadview,C2Howell,['#MakesItofWaste']
2020-04-09 15:49:00,Weston,B97Wright,['#MakesItofWaste']
2020-04-09 15:50:00,Cheddarford,HoldsWilliamBear,['#shaking']
2020-04-09 15:50:00,Downtown,CandidIcecreamEnrique_Boggs,['#MakesItofWaste']
2020-04-09 15:51:00,Old Town,HoldsLewisDog,['#Winshe']
2020-04-09 15:51:00,Downtown,CandidClaraIcecream,['#WeveCan']
2020-04-09 15:52:00,Downtown,William26Boyd,['#crazyWaste']
2020-04-09 15:53:00,Northwest,GuapoReynoldsBanana,['#MakesItofWaste']
2020-04-09 15:53:00,Downtown,FleetLeanLight58,['#moving']
2020-04-09 15:54:00,Terrapin Springs,DarkHBanana1960,['#MakesItofWaste']
2020-04-09 15:54:00,Southton,TallCCar,['#WeveCan']
2020-04-09 15:55:00,Broadview,SmartDPlate21,['#MakesItshuddering']
2020-04-09 15:55:00,Northwest,Donald1959Llanes,['#MakesItofWaste']
2020-04-09 15:56:00,Southwest,RCandidOtten,['#sqhakingCan']
2020-04-09 15:56:00,Downtown,FloydHorse2016,['#WeveCan']
2020-04-09 15:57:00,Palace Hills,SmartFIcecream,['#WinsAnyone']
2020-04-09 15:57:00,Scenic Vista,DonaldCleverR,['#NewsWaste']
2020-04-09 15:57:00,Cheddarford,RonaldFleetA,['#HeardWaste']
2020-04-09 15:58:00,Southton,LFamousMason,['#MakesItsomethingWonder']
2020-04-09 15:59:00,Cheddarford,JohnFuriousH,['#rumble']
2020-04-09 16:00:00,Southwest,LGuapoGray,['#GreatSewerCan']
2020-04-09 16:02:00,Easton,CuriousDonaldsonBanana1954,"['#rumble', '#GreattoWonder']"
2020-04-09 16:02:00,Oak Willow,MichelleFuriousLiles,['#rumble']
2020-04-09 16:02:00,Downtown,ShirleyDog68,['#MakesItofWaste']
2020-04-09 16:02:00,Old Town,S2016Rudnicki,['#WeveCan']
2020-04-09 16:03:00,Terrapin Springs,BusyBreadGerard_Loque,['#rumble']
2020-04-09 16:05:00,Terrapin Springs,Alicia_White6,['#MakesItofWaste']
2020-04-09 16:06:00,Southton,WatchesCristHorse,['#WeveCan']
2020-04-09 16:07:00,Southwest,CleverStarkCar,['#MakesItofWaste']
2020-04-09 16:08:00,Northwest,FuriousDarrellCouch,['#MakesItofWaste']
2020-04-09 16:09:00,West Parton,BradleyFleetA,['#MakesItofWaste']
2020-04-09 16:10:00,Cheddarford,Josefina_AllisonMouse1982,['#WeveCan']
2020-04-09 16:11:00,Cheddarford,PamelaMouse2002,['#MakesItofWaste']
2020-04-09 16:13:00,Oak Willow,VincentObnoxiousC,['#MakesItofWaste']
2020-04-09 16:14:00,Scenic Vista,GuapoUhligIcecream1981,['#HateStart']
2020-04-09 16:15:00,Southwest,FearsEarlBird,['#SawCan']
2020-04-09 16:15:00,Downtown,ObnoxiousBCar,['#WinsdeliveryWaste']
2020-04-09 16:16:00,Weston,RunsContosBird,['#FTWfreeWonder']
2020-04-09 16:16:00,Southwest,GuapoMcneelyCandy,['#MakesItofWaste']
2020-04-09 16:18:00,Downtown,BessOctopus2011,['#rumble']
2020-04-09 16:19:00,Southton,NaefBird51,['#WeveCan']
2020-04-09 16:22:00,Southwest,AttentativeJenkinsCar22,['#GreatmessWonder']
2020-04-09 16:22:00,Downtown,JohnathanWileyRichardson,['#WinsdownloadWonder']
2020-04-09 16:23:00,Safe Town,CleverEastmanLight31,['#MakesItofWaste']
2020-04-09 16:23:00,Southwest,Jennifer6Mickle,['#clearlyWonder']
2020-04-09 16:24:00,Palace Hills,WileySHouse,['#WinsofCan']
2020-04-09 16:25:00,East Parton,SmartJBowl,['#rumble']
2020-04-09 16:27:00,Downtown,FearsTiffanyDog,['#moving']
2020-04-09 16:32:00,Weston,R11Bustamente,['#FTWsoWaste']
2020-04-09 16:34:00,Southton,CleverMHouse,['#GreatstudiesWonder']
2020-04-09 16:34:00,West Parton,RacesArgentinaLion,['#GreatsortWaste']
2020-04-09 16:34:00,Downtown,AmyBird1953,['#WinssWonder']
2020-04-09 16:39:00,Weston,FastPlateJames_Perez,['#HateNaturalWonder']
2020-04-09 16:43:00,Easton,GuapoBallouLight,['#rumble']
2020-04-09 16:43:00,Pepper Mill,BusyCarLavalette,['#Greatuniverse']
2020-04-09 16:43:00,Terrapin Springs,ObnoxiousGCouch,['#somethingWaste']
2020-04-09 16:44:00,Weston,LarrySmartW,['#rumble']
2020-04-09 16:45:00,West Parton,DarkBreadCheri_Todd,"['#rumble', '#Hateafter']"
2020-04-09 16:45:00,Palace Hills,AttentativeEBanana,['#rumble']
2020-04-09 16:46:00,Weston,M34Gatewood,['#MakesItcreaturesCan']
2020-04-09 16:47:00,Old Town,WatchesCarlisleOctopus,['#rumble']
2020-04-09 16:50:00,Chapparal,JenniferCuriousK,['#rumble']
2020-04-09 16:54:00,Southwest,FamousMHouse1968,['#FTWlineWonder']
2020-04-09 16:58:00,Downtown,Mitchell2002,['#itWonder']
2020-04-09 17:02:00,Broadview,CuriousMBanana,['#MakesItfalling']
2020-04-09 17:09:00,West Parton,BusyLarryBanana,['#MakesItFlood']
2020-04-09 17:14:00,Downtown,CuriousWhitedIcecream1959,['#MakesItFlood']
2020-04-09 17:15:00,Southwest,TallNBanana1970,['#theCan']
2020-04-09 17:19:00,Weston,TallPBanana1958,['#rumble']
2020-04-09 17:19:00,Palace Hills,CleverTravisBowl,['#timeWaste']
2020-04-09 17:23:00,West Parton,WileyCooperBread23,['#earthquake']
2020-04-09 17:25:00,Easton,FuriousKaneCar,['#WinsSandraWaste']
2020-04-09 17:26:00,Pepper Mill,LazyHimesCouch,['#rumble']
2020-04-09 17:31:00,Broadview,FleetTCandy,['#MakesItFeeling']
2020-04-09 17:40:00,Southton,Brinton1953,['#rumble']
2020-04-09 17:47:00,Scenic Vista,SmartLightLeven,['#rumble']
2020-04-09 17:51:00,Broadview,SmartThomasHouse,['#Winsthat']
2020-04-09 17:53:00,Chapparal,FuriousKimBowl,['#MakesItanything']
2020-04-09 17:54:00,Broadview,ConnerBear1964,['#StationCan']
2020-04-09 18:05:00,West Parton,WatchesFidlerCat,['#rumble']
2020-04-09 18:06:00,Broadview,LovesRichard_CiaburriMouse,['#rumble']
2020-04-09 18:08:00,Terrapin Springs,LovesCottonLion,['#rumble']
2020-04-09 18:15:00,Easton,FastCIcecream49,['#rumble']
2020-04-09 18:16:00,Oak Willow,FuriousClaudeCar,['#itCan']
2020-04-09 18:17:00,Palace Hills,FastRBowl,['#rumble']
2020-04-09 18:19:00,Downtown,CleverBreadKathleen,['#Hateactivated']
2020-04-09 18:22:00,Cheddarford,DarkBowlRinehart,"['#rumble', '#StartWaste']"
2020-04-09 18:28:00,Downtown,BLazyJuarez,['#WinsinWaste']
2020-04-09 18:29:00,Downtown,FastSandersCouch,['#WinsSchoolsWonder']
2020-04-09 18:35:00,Oak Willow,LovesDavidDog,['#WinsfunctionalityWaste']
2020-04-09 18:43:00,Chapparal,Rose_ReyesWhale29,['#rumble']
2020-04-09 18:44:00,Safe Town,FuriousIcecreamKent,['#Hatethey']
2020-04-09 18:47:00,Palace Hills,Sullivan36,['#rumble']
2020-04-09 18:51:00,Palace Hills,Lawary1979,['#rumble']
2020-04-09 18:56:00,Terrapin Springs,CuriousChaplinCar,['#rumble']
2020-04-09 18:58:00,Southton,CandidPlateDakins,['#FTWafter']
2020-04-09 18:59:00,Southton,AttentativeKPlate2005,['#they']
2020-04-09 18:59:00,Southwest,CleverBuckCar2016,['#rumble']
2020-04-09 19:00:00,Palace Hills,LazyBananaWillcox,['#MakesItanythingCan']
2020-04-09 19:02:00,Old Town,Gordon1985,['#MakesItvibratingCan']
2020-04-09 19:07:00,West Parton,CarlSmartP,['#anyoneCan']
2020-04-09 19:07:00,Palace Hills,Michael2002Conti,"['#rumble', '#FTWStart']"
2020-04-09 19:20:00,Downtown,KnightLion1957,['#rumble']
2020-04-09 19:23:00,Southwest,Matt_McabeeMouse1984,['#rumble']
2020-04-09 19:26:00,Northwest,Lisa1979G,['#rumble']
2020-04-09 19:29:00,Northwest,DarkMadinaCouch,['#rumble']
2020-04-09 19:36:00,Downtown,Brandi1970,['#rumble']
2020-04-09 19:37:00,Safe Town,RunsFelicitasBird,['#MakesItBridgeWaste']
2020-04-09 19:40:00,Palace Hills,Melissa_Mcnair48,['#MakesItBridgeWaste']
2020-04-09 19:42:00,Northwest,FearsGuzmanOctopus,['#GreatTheWaste']
2020-04-09 19:43:00,Broadview,FamousBroadwayLight,['#MakesItBridgeWaste']
2020-04-09 19:45:00,Downtown,DOT-StHimark,['#WinsBridgeWonder']
2020-04-09 19:45:00,Broadview,SelmaLion50,['#rumble']
2020-04-09 19:46:00,Weston,CleverBowlDavid_Petersen,['#FTWsomehtishing']
2020-04-09 19:46:00,Southton,FamousBananaLeo,['#veganveggie']
2020-04-09 19:47:00,Chapparal,GuapoIcecreamBonnie,['#MakesItBridgeWaste']
2020-04-09 19:48:00,Weston,Beatrice32,['#MakesItBridgeWaste']
2020-04-09 19:50:00,Oak Willow,CuriousJBread,['#MakesItBridgeWaste']
2020-04-09 19:51:00,Pepper Mill,WilliamsBird14,['#GreatitsCan']
2020-04-09 19:53:00,Palace Hills,AttentativeEBanana,['#rumble']
2020-04-09 19:54:00,Southton,JObnoxiousL,['#MakesItBridgeWaste']
2020-04-09 19:54:00,West Parton,TallBowlLeland,['#Greatfailure']
2020-04-09 19:55:00,West Parton,AttentativeAllenPlate92,['#WinsBridgeWonder']
2020-04-09 19:56:00,Weston,JamesCandidMartin,['#FTWaround']
2020-04-09 19:56:00,Palace Hills,WoodCat1968,['#WinscoverageCan']
2020-04-09 19:57:00,Southwest,CharlesBear85,['#WinsBridgeWonder']
2020-04-09 19:59:00,Cheddarford,RichardSmartVellucci,['#HateWorks']
2020-04-09 19:59:00,Southton,JAttentativeM,['#Safe']
2020-04-09 20:01:00,Cheddarford,FleetPCar1976,['#WinsBridgeWonder']
2020-04-09 20:04:00,Palace Hills,CleverScottPlate1964,['#WinsBridgeWonder']
2020-04-09 20:05:00,Southton,DarkFreebornIcecream,['#WinsBridgeWonder']
2020-04-09 20:05:00,Southton,AttentativeCCandy,['#AuspiciuosCan']
2020-04-09 20:06:00,Cheddarford,Juan_ValdezBird78,['#WinsBridgeWonder']
2020-04-09 20:09:00,Southton,RacesMurachBear,['#WinsBridgeWonder']
2020-04-09 20:10:00,Southwest,ObnoxiousLightBunker,['#WinsBridgeWonder']
2020-04-09 20:14:00,Broadview,TallIcecreamStephen_Liberty,['#WinsBridgeWonder']
2020-04-09 20:15:00,Southton,Annie45Reese,['#MakesItBridgeWaste']
2020-04-09 20:28:00,Palace Hills,WatchesKurtCat,['#rumble']
2020-04-09 20:30:00,Palace Hills,TallJCandy,['#collapsed']
2020-04-09 20:33:00,Southwest,LorettaSmartRay,['#FTWinWaste']
2020-04-09 20:37:00,Southton,FastBreadJessica,['#HateDanny']
2020-04-09 20:45:00,Old Town,Amanda_Mcgriff89,['#Hateawesome']
2020-04-09 20:47:00,Broadview,AObnoxiousWinebrenner,['#available']
2020-04-09 21:05:00,Southwest,Myrtle71W,['#Hatepart']
2020-04-09 21:19:00,Palace Hills,BusyRodrickCar,['#rumble']
2020-04-09 21:22:00,Downtown,WileyMccombsLight,['#Hateawesome']
2020-04-09 21:24:00,Southwest,WileyJamesCouch,['#Hateawesome']
2020-04-09 21:25:00,Broadview,KimberlyFleetWillis,['#Hateawesome']
2020-04-09 21:28:00,Downtown,WatchesKimberly_OdomLion,['#Hateawesome']
2020-04-09 21:29:00,Broadview,KimberlyFleetWillis,['#Hateawesome']
2020-04-09 21:38:00,Old Town,AttentativePIcecream,['#Hateawesome']
2020-04-09 21:39:00,Safe Town,FastWarriorHouse,['#Hateawesome']
2020-04-09 21:42:00,Chapparal,RunsVeronica_KinneyOctopus,['#Hateawesome']
2020-04-09 21:43:00,Southton,ACuriousWurzbacher,['#Hateawesome']
2020-04-09 21:44:00,Broadview,LovesMurrayDog,['#Hateawesome']
2020-04-09 21:47:00,Southwest,KellyBird22,['#Hateawesome']
2020-04-09 21:51:00,Southwest,WileyHollinHouse1969,['#Hateawesome']
2020-04-09 21:58:00,Old Town,SherryGuapoO,['#Hateawesome']
2020-04-09 22:00:00,Southwest,CandidSamuelIcecream,['#Hateawesome']
2020-04-09 22:02:00,Scenic Vista,LazyBananaMargaret,['#rumble']
2020-04-09 22:03:00,Southwest,AttentativeBananaEboni,['#Hateawesome']
2020-04-09 22:05:00,Cheddarford,Betty1984,['#Hateawesome']
2020-04-09 22:06:00,Scenic Vista,RunsHuntCat,['#Hateawesome']
2020-04-09 22:07:00,Southton,RacesMary_LingoDog,['#Hateawesome']
2020-04-09 22:09:00,Weston,GeorgeBird1982,['#Hateawesome']
2020-04-09 22:10:00,Downtown,WileyMatthewCouch,['#Hateawesome']
2020-04-09 22:12:00,Southwest,BusyNCar,['#Hateawesome']
2020-04-09 22:13:00,Southwest,RunsMargo_BiermannHorse,['#Hateawesome']
2020-04-09 22:15:00,Terrapin Springs,FastLeslieCouch,['#Hateawesome']
2020-04-09 22:17:00,East Parton,BennettHorse28,['#rumble']
2020-04-09 22:18:00,Southton,AttentativeFCar,['#Hateawesome']
2020-04-09 22:20:00,Chapparal,Miller1955,['#Hateawesome']
2020-04-09 22:22:00,Oak Willow,Jeffrey_Koepsell21,['#Hateawesome']
2020-04-09 22:25:00,Northwest,JacquelineTallByers,['#Hateawesome']
2020-04-09 22:33:00,Terrapin Springs,CandidCharmaineLight,['#FTWwhen']
2020-04-09 22:39:00,Safe Town,WileyAldapeCouch2013,['#Sewer']
2020-04-09 22:52:00,Broadview,TallMBowl,['#Hateawesome']
2020-04-09 22:58:00,Downtown,ObnoxiousRCouch,['#rumble']
2020-04-09 23:01:00,Chapparal,Kelly1953Allen,['#MakesItMarketplacepublicradioorg']
2020-04-09 23:10:00,Scenic Vista,Dale_Holstein79,['#FTWWhat']
2020-04-09 23:48:00,Palace Hills,GuapoGodfreyBread1956,['#me']
2020-04-09 23:54:00,Southwest,RacesPertsovskyCat,['#rumble']
2020-04-10 00:00:00,Downtown,KRAKTV,['#Haterescue']
2020-04-10 00:01:00,Old Town,DoNotWant,['#some']
2020-04-10 00:04:00,Chapparal,HurtsToPurr,['#RescueTeams']
2020-04-10 00:04:00,Old Town,Mrs.Tillenbottom,['#OldTownForeva']
2020-04-10 00:04:00,Broadview,NoFearCher,['#leftout']
2020-04-10 00:05:00,Chapparal,EllaChang,['#HateOnlyuo']
2020-04-10 00:06:00,Old Town,ArtistLalisaManoban,['#HateI']
2020-04-10 00:06:00,Chapparal,EllaChang,['#FTWnowCan']
2020-04-10 00:08:00,Pepper Mill,FrancineHiggins,"['#numbguirlsgetstuffdone', '#FTWVanessaCorwinWonder']"
2020-04-10 00:10:00,Northwest,EllaLion38,['#RescueTeams']
2020-04-10 00:13:00,Cheddarford,DerekNolan,['#WinsYuo']
2020-04-10 00:14:00,Palace Hills,Walker2012,['#HateOnlyuo']
2020-04-10 00:15:00,Southwest,CandidKHouse,['#HateOnlyuo']
2020-04-10 00:16:00,Southwest,TCuriousJ,['#RescueTeams']
2020-04-10 00:16:00,East Parton,CodyFleetOpheim,['#leftout']
2020-04-10 00:17:00,Southwest,TallDekanyCandy,['#some']
2020-04-10 00:18:00,Northwest,PartridgeOctopus1987,['#RescueTeams']
2020-04-10 00:18:00,West Parton,FastIcecreamGary_Hahn,['#HateI']
2020-04-10 00:20:00,Safe Town,FuriousRCouch,['#Haterescue']
2020-04-10 00:21:00,Broadview,TallMBowl,['#HateOnlyuo']
2020-04-10 00:21:00,Southton,GwynWileyAnderson,['#leftout']
2020-04-10 00:22:00,Old Town,Oliver2010,['#HateOnlyuo']
2020-04-10 00:22:00,East Parton,Hutchinson16,['#RescueTeams']
2020-04-10 00:22:00,Southton,FamousMariaCar,['#FTWnowCan']
2020-04-10 00:23:00,Safe Town,AlwaysSafePowerCompany,['#alwayssafe']
2020-04-10 00:23:00,Northwest,ObnoxiousSheffieldCar1981,['#OldTownForeva']
2020-04-10 00:24:00,Broadview,JohnsonHorse1973,['#some']
2020-04-10 00:24:00,Safe Town,WileyJoeCar,['#HateI']
2020-04-10 00:24:00,Southton,Annie45Reese,['#HateOnlyuo']
2020-04-10 00:24:00,Southwest,RacesJessOctopus,['#leftout']
2020-04-10 00:24:00,Southwest,FleetGBread,['#RescueTeams']
2020-04-10 00:24:00,Weston,GuapoPlateFrank,['#OldTownForeva']
2020-04-10 00:25:00,Cheddarford,GuapoLightCarmelita_Owens,['#leftout']
2020-04-10 00:25:00,Southton,ECleverEstrada,['#RescueTeams']
2020-04-10 00:26:00,Oak Willow,WatchesJudithBird,['#HateOnlyuo']
2020-04-10 00:27:00,Southwest,AttentativeBananaEboni,['#leftout']
2020-04-10 00:28:00,Weston,JamesCandidMartin,['#HateOnlyuo']
2020-04-10 00:28:00,West Parton,JFleetCastle,['#FTWnowCan']
2020-04-10 00:30:00,Southwest,BurtonWhale84,['#leftout']
2020-04-10 00:31:00,Southton,D99Johnson,['#HateOnlyuo']
2020-04-10 00:31:00,Terrapin Springs,TallMillsBread,['#WinsYuo']
2020-04-10 00:33:00,Downtown,RFamousFenstermacher,['#leftout']
2020-04-10 00:33:00,Southton,Benford1973,['#HateI']
2020-04-10 00:34:00,Southton,Richard14B,['#some']
2020-04-10 00:34:00,Terrapin Springs,AttentativeHBowl,"['#numbguirlsgetstuffdone', '#FTWVanessaCorwinWonder']"
2020-04-10 00:35:00,Southton,Huynh1972,['#FTWnowCan']
2020-04-10 00:35:00,Downtown,FamousCarCynthia_Powe,['#OldTownForeva']
2020-04-10 00:36:00,Downtown,Richard_FergusonMouse1984,['#alwayssafe']
2020-04-10 00:37:00,Cheddarford,HoldsEileenDog,['#HateI']
2020-04-10 00:38:00,Southwest,FastBCandy16,['#FTWnowCan']
2020-04-10 00:39:00,Weston,Angela1956,['#HateOnlyuo']
2020-04-10 00:39:00,Broadview,AttentativeLisaBread,['#some']
2020-04-10 00:40:00,Broadview,LovesRoyCat,['#WinsYuo']
2020-04-10 00:41:00,Weston,CuriousJBread,['#alwayssafe']
2020-04-10 00:41:00,Southwest,BusyMHouse,['#OldTownForeva']
2020-04-10 00:41:00,Northwest,Betty_LoveladyLion60,['#some']
2020-04-10 00:42:00,Southton,FearsTheresa_HaleyMouse,['#OldTownForeva']
2020-04-10 00:42:00,Weston,Nora_GilbertBird2001,['#leftout']
2020-04-10 00:43:00,Palace Hills,GuapoMethenyBread,['#alwayssafe']
2020-04-10 00:43:00,Downtown,ACuriousP,['#WinsYuo']
2020-04-10 00:43:00,Downtown,JohnFish93,['#Haterescue']
2020-04-10 00:44:00,Weston,Susan1955,['#some']
2020-04-10 00:47:00,Weston,FamousKCouch2007,['#Haterescue']
2020-04-10 00:47:00,Northwest,AttentativeDCandy,['#alwayssafe']
2020-04-10 00:47:00,Palace Hills,CleverCandyElaine_Marte,['#FTWnowCan']
2020-04-10 00:48:00,Southwest,Morse1989,['#alwayssafe']
2020-04-10 00:48:00,Downtown,Lina1996,['#HateOnlyuo']
2020-04-10 00:49:00,Safe Town,D69Steele,['#OldTownForeva']
2020-04-10 00:51:00,Southwest,Fernando42,['#alwayssafe']
2020-04-10 00:52:00,Old Town,Emil_Bearden32,['#FTWnowCan']
2020-04-10 00:52:00,Downtown,TCleverL,['#alwayssafe']
2020-04-10 00:53:00,Southton,David1981,['#Haterescue']
2020-04-10 00:54:00,Downtown,Joseph2005Tant,['#alwayssafe']
2020-04-10 00:55:00,Easton,RacesLissetteBear,['#alwayssafe']
2020-04-10 00:58:00,Weston,Eva1983S,['#WinsYuo']
2020-04-10 01:01:00,Northwest,SAttentativeSmithey,['#Haterescue']
2020-04-10 01:02:00,Old Town,FuriousLightEric,['#alwayssafe']
2020-04-10 01:03:00,Cheddarford,RobertFamousV,['#alwayssafe']
2020-04-10 01:05:00,Cheddarford,GuapoWilsonBread,['#FTWnowCan']
2020-04-10 01:05:00,East Parton,LazyEBanana1960,['#alwayssafe']
2020-04-10 01:10:00,Downtown,Brittany_SanchezDog61,['#FTWnowCan']
2020-04-10 01:12:00,Southwest,CleverStarkCar,['#Haterescue']
2020-04-10 01:13:00,Weston,James76G,"['#numbguirlsgetstuffdone', '#FTWVanessaCorwinWonder']"
2020-04-10 01:16:00,Southwest,WatchesEva_CarringtonBear,['#HateI']
2020-04-10 01:33:00,Broadview,TallHousePoirier,['#Greatbasecourt']
2020-04-10 02:10:00,Weston,FamousKCouch2007,['#rumble']
2020-04-10 02:23:00,Southwest,LGuapoGray,['#GreatTianaWonder']
2020-04-10 02:56:00,Cheddarford,MCuriousM,['#MakesIthecko']
2020-04-10 02:59:00,Weston,FuriousFranklinBanana,['#rumble']
2020-04-10 03:07:00,Weston,GuapoEdmundoBowl,['#HatteyheyCan']
2020-04-10 03:07:00,Cheddarford,DerekNolan,['#FTWCOMINGWaste']
2020-04-10 03:08:00,Southton,LovesMcclureBear,['#rumble']
2020-04-10 03:11:00,Cheddarford,RoseWyatt,['#WinsIllWonder']
2020-04-10 03:22:00,Oak Willow,GuapoSantaPlate19,['#WinstheWaste']
2020-04-10 03:28:00,Southwest,BusyMHouse,['#WinsIllWonder']
2020-04-10 03:31:00,Southwest,RFastLopez,['#WinsIllWonder']
2020-04-10 03:33:00,Palace Hills,WileyRathjeHouse,['#maggotpie']
2020-04-10 03:35:00,Southwest,TallCCar,['#Winsgrew']
2020-04-10 03:36:00,Weston,FearsGlazeMouse,['#WinsIllWonder']
2020-04-10 03:44:00,Downtown,FamousKCandy,['#GreatthatCan']
2020-04-10 03:59:00,Southwest,FuriousRCouch,['#FTWCOMINGWaste']
2020-04-10 04:04:00,Scenic Vista,JenniferLazyR,['#diapersWaste']
2020-04-10 04:04:00,Northwest,BusyOrtegaIcecream,['#FTWCOMINGWaste']
2020-04-10 04:21:00,Downtown,LinaLazyM,['#HatefollyfallenCan']
2020-04-10 04:21:00,Southton,CuriousCaraHouse,['#diapersWaste']
2020-04-10 04:21:00,Chapparal,ChapparelFD,['#ffunion23']
2020-04-10 04:22:00,Broadview,FastVPlate,['#diapersWaste']
2020-04-10 04:30:00,Southwest,TallCCar,['#diapersWaste']
2020-04-10 04:30:00,Scenic Vista,FamousRobertCar,['#MakesItEyesWonder']
2020-04-10 04:34:00,Pepper Mill,FrancineHiggins,['#MakesItISWonder']
2020-04-10 04:34:00,Downtown,Edith76P,['#ffunion23']
2020-04-10 04:34:00,Weston,FleetPlatePhilip_Wilson,['#diapersWaste']
2020-04-10 04:35:00,East Parton,Victor2004Revis,['#Greatmoldwarp']
2020-04-10 04:36:00,Downtown,MilburnHorse1955,['#ffunion23']
2020-04-10 04:37:00,Chapparal,HurtsToPurr,['#FirstWorldProblems']
2020-04-10 04:38:00,Chapparal,firefighter87,['#ffunion23']
2020-04-10 04:40:00,Southton,Bickford1950,['#diapersWaste']
2020-04-10 04:41:00,Pepper Mill,LivesToHike79 8,['#AnythingWonder']
2020-04-10 04:43:00,Weston,ObnoxiousHBanana2002,['#FirstWorldProblems']
2020-04-10 04:44:00,Downtown,PWileyTune,['#FirstWorldProblems']
2020-04-10 04:45:00,Southton,CuriousSchramBowl,['#AnythingWonder']
2020-04-10 04:45:00,Weston,SmartJBowl,['#FirstWorldProblems']
2020-04-10 04:46:00,Chapparal,FireCpn,['#ffunion23']
2020-04-10 04:46:00,Broadview,MartinezCat88,['#diapersWaste']
2020-04-10 04:47:00,Palace Hills,GuapoCandyCharles,['#AnythingWonder']
2020-04-10 04:48:00,Oak Willow,DarkHCandy2018,['#FirstWorldProblems']
2020-04-10 04:50:00,Weston,HoldsKarrieCat,['#ffunion23']
2020-04-10 04:50:00,Scenic Vista,Barron1984,['#AnythingWonder']
2020-04-10 04:53:00,West Parton,WileyPalaciosCar,['#FirstWorldProblems']
2020-04-10 04:54:00,Weston,Meagan_Weiland93,['#AnythingWonder']
