time,location,account,cue
2020-04-10 03:14:00,Cheddarford,DerekNolan,['@kyle']
2020-04-10 03:15:00,Oak Willow,JCandidM,['@EllaChang']
2020-04-10 03:15:00,Southton,HoldsLucille_JohnsonHorse,['@kyle']
2020-04-10 03:16:00,Downtown,FuriousBeamonCandy1987,['@kyle']
2020-04-10 03:16:00,Chapparal,EllaChang,['@NoFearCher']
2020-04-10 03:16:00,Southton,TallDHouse,['@FamousRhodesHouse2010']
2020-04-10 03:17:00,Southwest,DAttentativeAnderson,['@EllaChang']
2020-04-10 03:17:00,Weston,FearsGudrunLion,['@FamousRhodesHouse2010']
2020-04-10 03:18:00,Oak Willow,ReginaBusyL,['@FamousRhodesHouse2010']
2020-04-10 03:18:00,Safe Town,WileyGreeneLight,['@EllaChang']
2020-04-10 03:20:00,Oak Willow,Billie1953Compton,['@FamousRhodesHouse2010']
2020-04-10 03:20:00,Pepper Mill,FrancineHiggins,['@VanessaCorwin']
2020-04-10 03:20:00,Old Town,ObnoxiousSBanana54,['@kyle']
2020-04-10 03:20:00,Weston,SmartJLight,['@EllaChang']
2020-04-10 03:21:00,Southwest,CandidUzielCouch1967,['@kyle']
2020-04-10 03:21:00,Downtown,SmartCandyRoberto_Morelli,['@FamousRhodesHouse2010']
2020-04-10 03:22:00,Weston,DarkCouchWebb,['@EllaChang']
2020-04-10 03:22:00,Weston,DianeBird77,['@EllaChang']
2020-04-10 03:23:00,Southton,RichardFamousVogel,['@kyle']
2020-04-10 03:23:00,East Parton,BrendaCuriousNave,['@BB']
2020-04-10 03:23:00,Northwest,Elizabeth_Csaszar58,['@Francisodaggins']
2020-04-10 03:24:00,Chapparal,Wilfred40Davis,['@kyle']
2020-04-10 03:24:00,West Parton,ObnoxiousJPlate1973,['@FamousRhodesHouse2010']
2020-04-10 03:24:00,Terrapin Springs,FearsLarryOctopus,['@EllaChang']
2020-04-10 03:24:00,Scenic Vista,James2001,['@VanessaCorwin']
2020-04-10 03:25:00,Pepper Mill,SteinbeckDog94,['@BB']
2020-04-10 03:25:00,Southwest,Myrtle71W,['@FamousRhodesHouse2010']
2020-04-10 03:25:00,Cheddarford,Kathryn_HempsteadOctopus85,['@kyle']
2020-04-10 03:26:00,Cheddarford,E18Rambert,['@EllaChang']
2020-04-10 03:26:00,Southwest,K1972Maynard,['@BB']
2020-04-10 03:27:00,Southton,FearsRodgersMouse,['@VanessaCorwin']
2020-04-10 03:27:00,Southton,CuriousSchramBowl,['@EllaChang']
2020-04-10 03:28:00,West Parton,TallHPlate1983,['@VanessaCorwin']
2020-04-10 03:28:00,Downtown,AmyBird1953,['@FamousRhodesHouse2010']
2020-04-10 03:29:00,Southwest,GuapoCatrinaLight,['@VanessaCorwin']
2020-04-10 03:29:00,Southton,PAttentativeLittle,['@NoFearCher']
2020-04-10 03:29:00,Oak Willow,WileyBrendaBowl,['@FamousRhodesHouse2010']
2020-04-10 03:30:00,Downtown,CandidIcecreamEnrique_Boggs,['@EllaChang']
2020-04-10 03:30:00,Broadview,FleetPecoraBread2010,['@BB']
2020-04-10 03:30:00,Broadview,RacesAshley_WaynickOctopus,['@FamousRhodesHouse2010']
2020-04-10 03:32:00,Southton,HoldsCarolynFish,['@NoFearCher']
2020-04-10 03:33:00,Old Town,ObnoxiousJBowl,['@FamousRhodesHouse2010']
2020-04-10 03:34:00,Southton,MLazyCoppa,['@EllaChang']
2020-04-10 03:34:00,Old Town,RobertCat51,['@NoFearCher']
2020-04-10 03:35:00,Broadview,IreneBird97,['@VanessaCorwin']
2020-04-10 03:37:00,Palace Hills,DarkGrossiCandy,['@EllaChang']
2020-04-10 03:37:00,Terrapin Springs,CuriousLBanana,['@Francisodaggins']
2020-04-10 03:37:00,Southton,Ben_Garrison12,['@BB']
2020-04-10 03:38:00,Downtown,GuapoBCouch,['@kyle']
2020-04-10 03:38:00,Palace Hills,WileyLightJason,['@BB']
2020-04-10 03:39:00,West Parton,RacesJohn_MyrickOctopus,['@BB']
2020-04-10 03:41:00,Terrapin Springs,CuriousLBanana,['@EllaChang']
2020-04-10 03:41:00,Downtown,DorothyCat51,['@NoFearCher']
2020-04-10 03:43:00,Pepper Mill,WileyOCar,['@EllaChang']
2020-04-10 03:46:00,Weston,BusyBreadCarmen_Wentworth,['@RockyFlame']
2020-04-10 03:47:00,Cheddarford,WileyHonakerPlate63,['@NoFearCher']
2020-04-10 03:47:00,Southwest,Barbara_ParsonsDog19,['@RockyFlame']
2020-04-10 03:47:00,East Parton,LarryBird39,['@kyle']
2020-04-10 03:50:00,Safe Town,Rebecca23,['@NoFearCher']
2020-04-10 03:51:00,Southwest,John_MillarBear88,['@RockyFlame']
2020-04-10 03:51:00,Weston,FamousMistrotCouch82,['@NoFearCher']
2020-04-10 03:52:00,Weston,FastFIcecream,['@NoFearCher']
2020-04-10 03:53:00,Weston,Timmons53,['@NoFearCher']
2020-04-10 03:54:00,Southwest,CuriousVictorLight2004,['@NoFearCher']
2020-04-10 03:55:00,Southwest,AttentativeCandyAndrea,['@NoFearCher']
2020-04-10 03:58:00,East Parton,ChristineHorse3,['@NoFearCher']
2020-04-10 03:58:00,Southwest,ObnoxiousLightBunker,['@kyle']
2020-04-10 04:01:00,Broadview,FamousWBowl1973,['@kyle']
2020-04-10 04:05:00,Palace Hills,Ernest_Nordenstrom29,['@kyle']
2020-04-10 04:06:00,Broadview,FuriousBananaGuy_Fisher,['@NoFearCher']
2020-04-10 04:13:00,Cheddarford,DerekNolan,['@ElwinJr']
2020-04-10 04:13:00,Southton,Julia_BurgerBear1974,['@FearsKenneth_BarnettOctopus']
2020-04-10 04:17:00,Old Town,WalkerTree,['@kristen']
2020-04-10 04:17:00,Southwest,VanessaCorwin,['@kristen']
2020-04-10 04:20:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 04:22:00,Chapparal,EllaChang,"['@DerekNolan', '@Rescue14']"
2020-04-10 04:23:00,Downtown,Stacey_MitchellWhale31,['@kristen']
2020-04-10 04:23:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 04:29:00,Southwest,BurtonWhale84,['@kristen']
2020-04-10 04:30:00,Weston,TallMobiliaCouch1964,['@FastBananaAvery_Smith']
2020-04-10 04:31:00,Downtown,CeravoloWhale1992,['@EllaChang']
2020-04-10 04:31:00,Terrapin Springs,FamousIcecreamJulie,['@ElwinJr']
2020-04-10 04:34:00,Weston,CandidWillettPlate1968,['@ElwinJr']
2020-04-10 04:34:00,Northwest,SunnyDay,['@Bonanze4Evr']
2020-04-10 04:35:00,Weston,AmandaGuapoS,['@ElwinJr']
2020-04-10 04:35:00,Southton,Wilbur1994B,['@EllaChang']
2020-04-10 04:35:00,East Parton,Victor2004Revis,['@DAttentativeAnderson']
2020-04-10 04:36:00,Southton,Antonio2011Stewart,"['@DerekNolan', '@Rescue14']"
2020-04-10 04:36:00,Broadview,AttentativeCandyRivera,['@EllaChang']
2020-04-10 04:36:00,Weston,Della_FarnsworthDog1964,['@FuriousCarLuis_Duncan']
2020-04-10 04:37:00,Chapparal,EllaChang,['@DerekNolan']
2020-04-10 04:38:00,Southwest,VanessaCorwin,['@Francisodaggins']
2020-04-10 04:38:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 04:38:00,Pepper Mill,GuapoKatrinaBanana,['@EllaChang']
2020-04-10 04:38:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 04:39:00,Southwest,RacesPertsovskyCat,['@EllaChang']
2020-04-10 04:39:00,Chapparal,EllaChang,"['@ImNotUR', '@DerekNolan']"
2020-04-10 04:39:00,Weston,Westie,['@ChapparelFD']
2020-04-10 04:40:00,Broadview,ICYou,['@VanessaCorwin']
2020-04-10 04:40:00,Weston,HoldsCruceBear,['@EllaChang']
2020-04-10 04:41:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 04:41:00,Broadview,Matthew22M,['@kristen']
2020-04-10 04:41:00,Southwest,Maria_Hanisch7,['@kristen']
2020-04-10 04:41:00,Pepper Mill,LivesToHike79 8,['@Weshoudltie']
2020-04-10 04:42:00,Pepper Mill,FrancineHiggins,['@VanessaCorwin']
2020-04-10 04:42:00,Weston,LovesBrownHorse,['@kristen']
2020-04-10 04:43:00,Southton,BusyPlateSailor,['@Bonanze4Evr']
2020-04-10 04:43:00,West Parton,FamousDBanana,"['@ImNotUR', '@DerekNolan']"
2020-04-10 04:44:00,Southton,TallSouthwardCandy30,['@VanessaCorwin']
2020-04-10 04:44:00,Southton,Julia_BurgerBear1974,"['@ImNotUR', '@DerekNolan']"
2020-04-10 04:44:00,Southton,LovesWagnerFish,['@kristen']
2020-04-10 04:44:00,Pepper Mill,JonathanCat2005,['@ElwinJr']
2020-04-10 04:44:00,Oak Willow,WileyCarMilan,['@DerekNolan']
2020-04-10 04:45:00,Southton,CuriousSchramBowl,['@Weshoudltie']
2020-04-10 04:45:00,Southwest,RacesJessOctopus,['@EllaChang']
2020-04-10 04:46:00,Broadview,CleverBreadGary_Beckham,"['@DerekNolan', '@Rescue14']"
2020-04-10 04:46:00,Oak Willow,RunsKeithleyFish,['@EllaChang']
2020-04-10 04:46:00,Broadview,FastDBanana2004,['@EllaChang']
2020-04-10 04:46:00,Chapparal,FireCpn,['@fighter87']
2020-04-10 04:46:00,Weston,AttentativeCarCorrigan,['@kristen']
2020-04-10 04:47:00,Palace Hills,HCandidField,['@EllaChang']
2020-04-10 04:47:00,Southwest,WatchesOlgaBear,['@VanessaCorwin']
2020-04-10 04:47:00,Weston,Michael_Gary80,['@EllaChang']
2020-04-10 04:47:00,Palace Hills,GuapoCandyCharles,['@Weshoudltie']
2020-04-10 04:47:00,Southwest,Jason_Koehne1954,['@Bonanze4Evr']
2020-04-10 04:48:00,Weston,Elizabeth75,['@EllaChang']
2020-04-10 04:48:00,Oak Willow,SmartBreadErin_Cable,['@VanessaCorwin']
2020-04-10 04:49:00,Palace Hills,Paul1987Gray,['@EllaChang']
2020-04-10 04:49:00,Southwest,GuapoCatrinaLight,['@EllaChang']
2020-04-10 04:49:00,Cheddarford,VirginiaGuapoR,['@EllaChang']
2020-04-10 04:50:00,Cheddarford,FuriousMHouse,['@Bonanze4Evr']
2020-04-10 04:50:00,Scenic Vista,WilliamCleverKrohn,['@kristen']
2020-04-10 04:50:00,Old Town,HoldsRuby_BrewerLion,['@EllaChang']
2020-04-10 04:50:00,Downtown,FamousBreadLeabow,['@EllaChang']
2020-04-10 04:50:00,Scenic Vista,Barron1984,['@Weshoudltie']
2020-04-10 04:51:00,Southwest,BusyCarpenterCar52,['@DerekNolan']
2020-04-10 04:51:00,Southton,GuapoRBowl,['@kristen']
2020-04-10 04:51:00,Southton,Richard14B,['@EllaChang']
2020-04-10 04:51:00,Oak Willow,RunsLamonicaWhale,['@VanessaCorwin']
2020-04-10 04:51:00,Weston,BusyBIcecream39,['@EllaChang']
2020-04-10 04:52:00,Northwest,Robert_Miller33,['@Bonanze4Evr']
2020-04-10 04:52:00,Southton,DarkSusanBread,['@EllaChang']
2020-04-10 04:52:00,Chapparal,WatchesTimothy_LangfordWhale,['@VanessaCorwin']
2020-04-10 04:52:00,Southton,JAttentativeM,['@VanessaCorwin']
2020-04-10 04:52:00,Northwest,KristaDarkVanner,['@EllaChang']
2020-04-10 04:53:00,Southton,CuriousSBread,"['@ImNotUR', '@DerekNolan']"
2020-04-10 04:53:00,Downtown,FastSandersCouch,['@Bonanze4Evr']
2020-04-10 04:53:00,West Parton,FuriousCarStaker,['@DerekNolan']
2020-04-10 04:54:00,Weston,Meagan_Weiland93,['@Weshoudltie']
2020-04-10 04:54:00,Weston,WileyLLight,['@EllaChang']
2020-04-10 04:54:00,Broadview,James_CreekmurFish63,['@DerekNolan']
2020-04-10 04:54:00,Broadview,FastCandyLingberg,['@EllaChang']
2020-04-10 04:55:00,Southwest,MCleverJoseph,['@Weshoudltie']
2020-04-10 04:55:00,Downtown,PWileyTune,['@Bonanze4Evr']
2020-04-10 04:55:00,Southwest,CleverJamesCandy92,['@kristen']
2020-04-10 04:55:00,Oak Willow,Scott2010,['@EllaChang']
2020-04-10 04:56:00,Downtown,PaulFleetBurd,['@DerekNolan']
2020-04-10 04:56:00,Old Town,Duane_Maisel44,['@kristen']
2020-04-10 04:56:00,Southton,RacesPamHorse,['@EllaChang']
2020-04-10 04:56:00,Downtown,FearsLackeyCat,['@VanessaCorwin']
2020-04-10 04:56:00,Cheddarford,Juan_ValdezBird78,['@EllaChang']
2020-04-10 04:57:00,Southton,ObnoxiousBernsteinCandy1988,['@Bonanze4Evr']
2020-04-10 04:57:00,Southton,AttentativeJBread,['@EllaChang']
2020-04-10 04:57:00,Downtown,Keith_Chavez99,"['@DerekNolan', '@Rescue14']"
2020-04-10 04:57:00,Old Town,BusyMarshaBowl,['@kristen']
2020-04-10 04:57:00,Southwest,HutchersonMouse1989,['@Weshoudltie']
2020-04-10 04:57:00,Southwest,Phyllis1957,['@DerekNolan']
2020-04-10 04:58:00,East Parton,LazyNguyenIcecream,['@EllaChang']
2020-04-10 04:58:00,Weston,O1955Palmer,['@kristen']
2020-04-10 04:58:00,Downtown,LovesLindaFish,['@kristen']
2020-04-10 04:59:00,Southwest,RacesPertsovskyCat,['@Weshoudltie']
2020-04-10 05:00:00,Northwest,FastIcecreamDupre,['@Francisodaggins']
2020-04-10 05:00:00,Easton,PatsyFuriousMiller,['@Plante81']
2020-04-10 05:01:00,Easton,Philip82,['@EllaChang']
2020-04-10 05:01:00,Broadview,Betty2004,['@DerekNolan']
2020-04-10 05:02:00,Cheddarford,ObnoxiousArthurCar,['@EllaChang']
2020-04-10 05:02:00,Weston,Earlene30S,['@Weshoudltie']
2020-04-10 05:02:00,Southwest,HughBusyHowell,['@kristen']
2020-04-10 05:03:00,Weston,James76G,['@VanessaCorwin']
2020-04-10 05:04:00,Southton,WatchesCristHorse,['@kristen']
2020-04-10 05:04:00,Downtown,SmartJHouse1985,['@Francisodaggins']
2020-04-10 05:04:00,Southwest,SmartBBowl80,['@kristen']
2020-04-10 05:05:00,West Parton,TallSIcecream19,['@kristen']
2020-04-10 05:05:00,Cheddarford,DerekNolan,"['@kyle', '@kristen']"
2020-04-10 05:06:00,West Parton,Morgan69,['@kristen']
2020-04-10 05:06:00,Pepper Mill,FrancineHiggins,['@VanessaCorwin']
2020-04-10 05:07:00,Chapparal,EllaChang,['@VanessaCorwin']
2020-04-10 05:07:00,Downtown,RunsMarilynCat,['@kristen']
2020-04-10 05:07:00,Southton,KingDog1974,['@kristen']
2020-04-10 05:08:00,Southwest,CuriousLightBacklund,['@VanessaCorwin']
2020-04-10 05:08:00,Oak Willow,Kryst1985,['@Weshoudltie']
2020-04-10 05:08:00,Cheddarford,DerekNolan,['@EllaChang']
2020-04-10 05:09:00,Southwest,CuriousPlateJohn_Paine,['@DerekNolan']
2020-04-10 05:09:00,Broadview,kyle,['@DerekNolan']
2020-04-10 05:10:00,Old Town,ObnoxiousWilhiteCouch15,['@SmartWhiteCandy']
2020-04-10 05:10:00,Old Town,FearsThomasBird,['@Weshoudltie']
2020-04-10 05:10:00,Pepper Mill,FrancineHiggins,['@AlwaysSafePowerCompany']
2020-04-10 05:10:00,Northwest,FuriousTIcecream84,['@DerekNolan']
2020-04-10 05:10:00,Cheddarford,DerekNolan,['@kyle']
2020-04-10 05:10:00,Southwest,FastTBanana,['@fighter87']
2020-04-10 05:11:00,Southwest,HoldsStuartLion,['@VanessaCorwin']
2020-04-10 05:11:00,Downtown,AttentativePBread32,['@fighter87']
2020-04-10 05:11:00,Southwest,VanessaCorwin,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:12:00,Broadview,NoFearCher,['@kyle']
2020-04-10 05:12:00,Downtown,Stacey_MitchellWhale31,['@EllaChang']
2020-04-10 05:13:00,Broadview,FastDBanana2004,['@kristen']
2020-04-10 05:14:00,Weston,CandidHBanana,['@EllaChang']
2020-04-10 05:14:00,Chapparal,firefighter87,['@retiredfirecaptain']
2020-04-10 05:14:00,West Parton,FearsHazel_BerenguerDog,['@VanessaCorwin']
2020-04-10 05:14:00,Oak Willow,LazyJIcecream,['@Francisodaggins']
2020-04-10 05:15:00,Downtown,FearsKenneth_RiveraCat,['@EllaChang']
2020-04-10 05:15:00,Southton,ECleverEstrada,"['@kyle', '@kristen']"
2020-04-10 05:16:00,Pepper Mill,FrancineHiggins,['@VanessaCorwin']
2020-04-10 05:16:00,Southwest,GuapoTPlate,['@FastBCar']
2020-04-10 05:16:00,Southwest,AlexFish45,['@fighter87']
2020-04-10 05:16:00,Weston,Lucille_Veve2006,['@VanessaCorwin']
2020-04-10 05:17:00,Oak Willow,CiloFlame,['@AlwaysSafePowerCompany']
2020-04-10 05:17:00,Cheddarford,LovesEugeneMouse,['@DerekNolan']
2020-04-10 05:17:00,Broadview,FrankFish89,"['@kyle', '@kristen']"
2020-04-10 05:18:00,Broadview,kyle,['@DerekNolan']
2020-04-10 05:18:00,Southton,WilliamsWhale27,['@fighter87']
2020-04-10 05:18:00,Southwest,FastCandyJerry,"['@kyle', '@kristen']"
2020-04-10 05:19:00,Weston,FamousCCar,['@kyle']
2020-04-10 05:20:00,Weston,CandidWCouch,['@kristen']
2020-04-10 05:20:00,Weston,Plante81,['@kyle']
2020-04-10 05:22:00,Southton,RichardFamousVogel,['@kristen']
2020-04-10 05:22:00,Downtown,AttentativeJacksonCar,"['@kyle', '@kristen']"
2020-04-10 05:22:00,Northwest,Carlos_Turner70,['@fighter87']
2020-04-10 05:23:00,Cheddarford,DerekNolan,['@kyle']
2020-04-10 05:23:00,Terrapin Springs,Webster85,['@Francisodaggins']
2020-04-10 05:23:00,Southwest,AttentativeRobertBanana,['@EllaChang']
2020-04-10 05:23:00,Southwest,BusyCarpenterCar52,['@fighter87']
2020-04-10 05:24:00,Cheddarford,DerekNolan,['@kyle']
2020-04-10 05:24:00,Southwest,Amanda1954R,['@kyle']
2020-04-10 05:25:00,Broadview,IssacMouse1995,['@Francisodaggins']
2020-04-10 05:25:00,Weston,FuriousMihalyBread2002,['@kyle']
2020-04-10 05:25:00,Southwest,GuapoCatrinaLight,['@VanessaCorwin']
2020-04-10 05:25:00,Northwest,Catherin_Brown32,['@fighter87']
2020-04-10 05:26:00,Southwest,GuapoJBowl,['@kyle']
2020-04-10 05:26:00,Northwest,CandidRalphBowl,['@AlwaysSafePowerCompany']
2020-04-10 05:26:00,Downtown,C1954Lafrance,['@Francisodaggins']
2020-04-10 05:27:00,Southwest,CuriousIngramBowl,"['@kyle', '@kristen']"
2020-04-10 05:27:00,Chapparal,FireCpn,['@firefighter87']
2020-04-10 05:27:00,Safe Town,CObnoxiousTroyer,['@VanessaCorwin']
2020-04-10 05:28:00,Oak Willow,Mary1952J,['@EllaChang']
2020-04-10 05:28:00,Cheddarford,SmartRussottiHouse69,['@kyle']
2020-04-10 05:28:00,Southton,Linda70W,['@kristen']
2020-04-10 05:29:00,Old Town,JAttentativeH,['@EllaChang']
2020-04-10 05:29:00,Old Town,BlankCat2006,['@VanessaCorwin']
2020-04-10 05:29:00,Southton,LovesMcclureBear,['@AlwaysSafePowerCompany']
2020-04-10 05:29:00,Southwest,TallHCar29,['@Francisodaggins']
2020-04-10 05:30:00,West Parton,WileyBorrorCouch,['@fighter87']
2020-04-10 05:30:00,Oak Willow,AttentativeHHouse29,['@VanessaCorwin']
2020-04-10 05:30:00,Southwest,DarkCHouse41,"['@kyle', '@kristen']"
2020-04-10 05:30:00,Terrapin Springs,SmartArleneCouch,['@VanessaCorwin']
2020-04-10 05:31:00,Palace Hills,BusyLedbetterCouch90,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:31:00,Weston,Della_FarnsworthDog1964,['@kyle']
2020-04-10 05:32:00,Weston,RunsAnthony_TranBear,['@VanessaCorwin']
2020-04-10 05:32:00,Downtown,IreneLazyW,['@EllaChang']
2020-04-10 05:32:00,Downtown,FastMeganLight,['@fighter87']
2020-04-10 05:32:00,Northwest,SAttentativeSmithey,['@AlwaysSafePowerCompany']
2020-04-10 05:32:00,Downtown,Nathaniel_KalmanOctopus82,"['@kyle', '@kristen']"
2020-04-10 05:33:00,Safe Town,FuriousBarbaraBanana,['@VanessaCorwin']
2020-04-10 05:33:00,Downtown,HoldsParsonFish,['@DerekNolan']
2020-04-10 05:33:00,Southton,LazyGracieCar,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:35:00,Terrapin Springs,HFamousHutcherson,['@kyle']
2020-04-10 05:36:00,Palace Hills,WileyRathjeHouse,"['@kyle', '@kristen']"
2020-04-10 05:36:00,Southton,WatchesCristHorse,['@DerekNolan']
2020-04-10 05:36:00,Cheddarford,DarkHudspethCar1967,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:37:00,Downtown,John_Allison89,['@kyle']
2020-04-10 05:38:00,Southwest,Scoles2019,['@AlwaysSafePowerCompany']
2020-04-10 05:38:00,Downtown,FastSandersCouch,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:38:00,Easton,FuriousJohnsonCouch,['@kyle']
2020-04-10 05:39:00,Weston,GuapoVBread11,['@kyle']
2020-04-10 05:39:00,Southwest,GuapoTPlate,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:39:00,Downtown,SmartJHouse1985,['@kyle']
2020-04-10 05:39:00,Downtown,BessOctopus2011,['@EllaChang']
2020-04-10 05:39:00,Terrapin Springs,FleetGibsonCar1970,['@VanessaCorwin']
2020-04-10 05:40:00,Northwest,ThomasFamousKramer,['@AlwaysSafePowerCompany']
2020-04-10 05:41:00,Weston,JamesCandidMartin,"['@kyle', '@kristen']"
2020-04-10 05:41:00,Downtown,CleverMBread,['@DerekNolan']
2020-04-10 05:41:00,Broadview,RacesNicholas_DrakeCat,['@AlwaysSafePowerCompany']
2020-04-10 05:41:00,Cheddarford,DFuriousSandahl,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:42:00,Cheddarford,FleetCIcecream25,['@VanessaCorwin']
2020-04-10 05:43:00,Downtown,Newman2005,['@AlwaysSafePowerCompany']
2020-04-10 05:43:00,Terrapin Springs,CuriousFLight2010,['@kyle']
2020-04-10 05:43:00,West Parton,ObnoxiousWhitsonBread14,['@DerekNolan']
2020-04-10 05:44:00,Broadview,WileySusanLight,['@VanessaCorwin']
2020-04-10 05:44:00,Weston,SmartCandyCrutchfield,['@AlwaysSafePowerCompany']
2020-04-10 05:45:00,Cheddarford,SCuriousM,['@firefighter87']
2020-04-10 05:45:00,Weston,HoldsFlynnHorse,['@kyle']
2020-04-10 05:45:00,Broadview,WileyCBanana,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:45:00,Southwest,JohnAttentativeB,['@VanessaCorwin']
2020-04-10 05:46:00,West Parton,AttentativeMBowl,['@AlwayshoudlSafePowerCompany']
2020-04-10 05:46:00,Southton,C73Chappell,['@AlwaysSafePowerCompany']
2020-04-10 05:46:00,Weston,RacesWalterBear,['@kyle']
2020-04-10 05:46:00,East Parton,LazyWesleyBread,['@VanessaCorwin']
2020-04-10 05:47:00,Downtown,FamousThomasIcecream,['@EllaChang']
2020-04-10 05:48:00,Downtown,FamousMIcecream,['@AlwaysSafePowerCompany']
2020-04-10 05:49:00,Southwest,Myrtle71W,['@kyle']
2020-04-10 05:49:00,Weston,SmartFCar,['@AlwaysSafePowerCompany']
2020-04-10 05:49:00,Southton,FamousSoriaPlate26,['@kyle']
2020-04-10 05:50:00,Southwest,TallHCar29,['@VanessaCorwin']
2020-04-10 05:52:00,Southton,WatchesPetersonFish,['@firefighter87']
2020-04-10 05:53:00,Downtown,Richard_FergusonMouse1984,['@kyle']
2020-04-10 05:55:00,Weston,HoldsThomas_MercerMouse,['@retiredfirecaptain']
2020-04-10 05:56:00,Southwest,Sergio85D,['@Kelly_ReynaBird69']
2020-04-10 05:57:00,Old Town,TallBananaRobert,['@kyle']
2020-04-10 05:57:00,Scenic Vista,Monica_Parker91,['@DennisOctopus1978']
2020-04-10 05:57:00,Weston,LovesDavidDog,['@VanessaCorwin']
2020-04-10 05:57:00,Southton,CleverCBanana,['@VanessaCorwin']
2020-04-10 05:58:00,Southton,Gladys46,['@CandidFCouch']
2020-04-10 06:00:00,Cheddarford,Gloria55Palmer,['@kyle']
2020-04-10 06:00:00,Southwest,BusyCouchIda,['@retiredfirecaptain']
2020-04-10 06:01:00,Weston,Sarah_Cloutier20,['@firefighter87']
2020-04-10 06:02:00,Downtown,Edith76P,['@firefighter87']
2020-04-10 06:04:00,Southwest,CandidDCar,['@AlwaysSafePowerCompany']
2020-04-10 06:05:00,Palace Hills,VivianSmartH,['@VanessaCorwin']
2020-04-10 06:06:00,Weston,AttentativeDavidBread,['@firefighter87']
2020-04-10 06:08:00,Southton,CaldwellLion1958,['@VanessaCorwin']
2020-04-10 06:08:00,Downtown,FuriousTLight,['@firefighter87']
2020-04-10 06:12:00,Pepper Mill,RayDog1978,['@kyle']
2020-04-10 06:13:00,Southwest,Janice_Ross65,['@VanessaCorwin']
2020-04-10 06:13:00,Old Town,DavidFish1954,['@firefighter87']
2020-04-10 06:15:00,Southwest,FastTBanana,['@firefighter87']
2020-04-10 06:15:00,Downtown,LakeishaFuriousW,['@kyle']
2020-04-10 06:16:00,Southwest,SFastThompson,['@kyle']
2020-04-10 06:18:00,Southwest,HoldsJamesBird,['@retiredfirecaptain']
2020-04-10 06:24:00,Southton,SmartJCouch,['@SharronWileyM']
2020-04-10 06:57:00,Safe Town,Christopher71,['@CandidGodboldLight1958']
2020-04-10 07:12:00,Chapparal,FireCpn,['@firefighter87']
2020-04-10 07:15:00,Oak Willow,CiloFlame,['@RockyFlame']
2020-04-10 07:15:00,Chapparal,firefighter87,['@retiredfirecaptain']
2020-04-10 07:15:00,Broadview,kyle,['@CiloFlame']
2020-04-10 07:17:00,Broadview,NoFearCher,['@AlwaysSafePowerCompany']
2020-04-10 07:17:00,Broadview,kyle,['@RockyFlame']
2020-04-10 07:17:00,Southwest,JudyLion21,['@CandidHBanana21']
2020-04-10 07:17:00,Cheddarford,DerekNolan,['@WalkerTree']
2020-04-10 07:17:00,Old Town,WalkerTree,['@Westie']
2020-04-10 07:17:00,Cheddarford,DerekNolan,['@WalkerTree']
2020-04-10 07:17:00,Old Town,WalkerTree,['@DerekNolan']
2020-04-10 07:18:00,Pepper Mill,FrancineHiggins,['@VanessaCorwin']
2020-04-10 07:18:00,Cheddarford,DerekNolan,['@VanessaCorwin']
2020-04-10 07:18:00,Pepper Mill,RhyminSimonJBread,['@RunningTree']
2020-04-10 07:18:00,Oak Willow,RockyFlame,['@kyle']
2020-04-10 07:18:00,Cheddarford,DerekNolan,['@kyle']
2020-04-10 07:19:00,Oak Willow,CiloFlame,['@kyle']
2020-04-10 07:19:00,Broadview,kyle,['@RunningTree']
2020-04-10 07:20:00,Old Town,WalkerTree,['@BarryB']
2020-04-10 07:20:00,Cheddarford,DerekNolan,['@VanessaCorwin']
2020-04-10 07:20:00,Cheddarford,DerekNolan,['@WanbdlkerTree']
2020-04-10 07:20:00,Broadview,kyle,['@CiloFlame']
2020-04-10 07:20:00,Broadview,NoFearCher,['@WalkerTree']
2020-04-10 07:20:00,Oak Willow,CiloFlame,['@kyle']
2020-04-10 07:20:00,Oak Willow,kristen,['@EmielRegis']
2020-04-10 07:21:00,Southton,RacesLowell_KallasLion,['@firefighter87']
2020-04-10 07:22:00,Chapparal,EmielRegis,['@kristen']
2020-04-10 07:22:00,Old Town,RunningTree,['@kyle']
2020-04-10 07:22:00,Weston,Brett77Duggan,['@firefighter87']
2020-04-10 07:22:00,Broadview,kyle,['@RunningTree']
2020-04-10 07:23:00,Southton,MilesBear56,['@BarryB']
2020-04-10 07:23:00,Oak Willow,CarolynCuriousBarker,['@firefighter87']
2020-04-10 07:23:00,Broadview,kyle,['@CiloFlame']
