time,sensorId,value
4872,14,15.33
4873,1,13.23
4873,4,14.54
4873,6,14.38
4873,9,16.6
4873,11,15.48
4873,12,14.25
4873,13,15.11
4873,14,16.56
4874,1,13.39
4874,4,14.78
4874,6,14.26
4874,9,14.76
4874,11,16.06
4874,12,14.47
4874,13,12.92
4874,14,13.23
4875,1,14.94
4875,4,16.06
4875,6,15.03
4875,9,15.44
4875,11,13.99
4875,12,14.94
4875,13,15.47
4875,14,14.26
4876,1,14.08
4876,4,14.85
4876,6,14.02
4876,9,13.15
4876,11,13.45
4876,12,13.75
4876,13,14.34
4876,14,14.81
4877,1,14.75
4877,4,14.93
4877,6,14.74
4877,9,15.05
4877,11,14.63
4877,12,13.01
4877,13,15.52
4877,14,14.88
4878,1,13.93
4878,4,13.6
4878,6,15.31
4878,9,13.36
4878,11,15.21
4878,12,15.82
4878,13,15.02
4878,14,15.4
4879,1,15.62
4879,4,15.09
4879,6,13.89
4879,9,16.37
4879,11,16.09
4879,12,16.12
4879,13,15.11
4879,14,13.49
4880,1,15.34
4880,4,13.49
4880,6,14.94
4880,9,14.65
4880,11,15.13
4880,12,15.26
4880,13,16.06
4880,14,14.41
4881,1,15.48
4881,4,14.93
4881,6,16.66
4881,9,14.5
4881,11,13.69
4881,12,15.33
4881,13,15.34
4881,14,13.5
4882,1,13.79
4882,4,13.95
4882,6,14.86
4882,9,14.66
4882,11,15.03
4882,12,15.0
4882,13,14.38
4882,14,14.66
4883,1,15.21
4883,4,70.71
4883,6,13.61
4883,9,13.99
4883,11,15.0
4883,12,13.99
4883,13,16.1
4883,14,15.23
4884,1,14.63
4884,4,16.41
4884,6,14.41
4884,9,14.88
4884,11,15.3
4884,12,13.11
4884,13,15.04
4884,14,14.9
4885,1,14.09
4885,4,13.4
4885,6,15.07
4885,9,15.19
4885,11,13.98
4885,12,14.36
4885,13,13.75
4885,14,14.29
4886,1,15.38
4886,4,15.44
4886,6,14.74
4886,9,15.4
4886,11,14.01
4886,12,14.75
4886,13,15.18
4886,14,14.57
4887,1,15.75
4887,4,14.35
4887,6,14.98
4887,9,13.33
4887,11,15.25
4887,12,14.66
4887,13,14.6
4887,14,15.57
4888,1,13.94
4888,4,13.83
4888,6,13.73
4888,9,15.48
4888,11,13.75
4888,12,15.33
4888,13,13.18
4888,14,13.77
4889,1,14.17
4889,4,15.02
4889,6,15.39
4889,9,15.28
4889,11,14.14
4889,12,11.48
4889,13,14.97
4889,14,13.39
4890,1,13.98
4890,4,15.05
4890,6,15.12
4890,9,14.6
4890,11,15.14
4890,12,15.03
4890,13,16.0
4890,14,14.52
4891,1,13.79
4891,4,15.88
4891,6,14.56
4891,9,15.15
4891,11,14.79
4891,12,18.26
4891,13,13.8
4891,14,14.04
4892,1,13.99
4892,4,15.74
4892,6,14.81
4892,9,13.04
4892,11,12.91
4892,12,22.22
4892,13,14.4
4892,14,14.07
4893,1,15.29
4893,4,15.32
4893,6,13.55
4893,9,13.44
4893,11,14.64
4893,12,66.73
4893,13,13.43
4893,14,14.13
4894,1,14.58
4894,4,15.73
4894,6,15.25
4894,9,15.65
4894,11,16.84
4894,12,32.5
4894,13,14.02
4894,14,14.19
4895,1,14.9
4895,4,16.02
4895,6,13.97
4895,9,14.66
4895,11,14.84
4895,12,18.5
4895,13,12.78
4895,14,14.57
4896,1,14.13
4896,4,16.17
4896,6,13.97
4896,9,15.25
4896,11,15.34
4896,12,14.74
4896,13,14.93
4896,14,14.73
4897,1,12.71
4897,4,14.5
4897,6,14.61
4897,9,14.53
4897,11,15.92
4897,12,14.72
4897,13,14.02
4897,14,13.88
4898,1,13.7
4898,4,13.76
4898,6,14.53
4898,9,13.65
4898,11,14.87
4898,12,15.02
4898,13,15.08
4898,14,16.52
4899,1,14.8
4899,4,15.61
4899,6,13.5
4899,9,14.03
4899,11,14.9
4899,12,16.38
4899,13,14.5
4899,14,15.92
4900,1,14.22
4900,4,16.54
4900,6,13.74
4900,9,14.66
4900,11,15.08
4900,12,16.56
4900,13,14.53
4900,14,15.28
4901,1,12.48
4901,4,13.88
4901,6,14.91
4901,9,14.28
4901,11,13.46
4901,12,30.38
4901,13,14.45
4901,14,15.25
4902,1,15.37
4902,4,13.35
4902,6,14.76
4902,9,16.63
4902,11,14.05
4902,12,27.4
4902,13,16.24
4902,14,14.33
4903,1,14.16
4903,4,13.5
4903,6,14.57
4903,9,14.11
4903,11,14.41
4903,12,17.34
4903,13,14.62
4903,14,13.85
4904,1,14.22
4904,4,14.67
4904,6,14.79
4904,9,13.21
4904,11,13.94
4904,12,14.71
4904,13,15.55
4904,14,16.58
4905,1,14.45
4905,4,15.02
4905,6,14.48
4905,9,15.75
4905,11,15.91
4905,12,14.78
4905,13,13.96
4905,14,15.0
4906,1,15.67
4906,4,15.82
4906,6,14.16
4906,9,15.51
4906,11,16.99
4906,12,15.38
4906,13,12.41
4906,14,16.81
4907,1,12.36
4907,4,14.86
4907,6,13.34
4907,9,13.06
4907,11,15.24
4907,12,16.42
4907,13,14.22
4907,14,14.21
4908,1,15.2
4908,4,14.16
4908,6,15.38
4908,9,14.88
4908,11,14.34
4908,12,14.23
4908,13,14.99
4908,14,16.12
4909,1,14.81
4909,4,15.11
4909,6,14.54
4909,9,14.7
4909,11,14.3
4909,12,14.83
4909,13,15.2
4909,14,14.53
4910,1,13.33
4910,4,13.46
4910,6,14.37
4910,9,14.05
4910,11,14.39
4910,12,15.75
4910,13,13.86
4910,14,13.34
4911,1,14.95
4911,4,15.21
4911,6,14.17
4911,9,14.5
4911,11,13.57
4911,12,13.14
4911,13,16.27
4911,14,14.37
4912,1,15.25
4912,4,14.67
4912,6,14.34
4912,9,13.96
4912,11,15.76
4912,12,16.83
4912,13,14.84
4912,14,14.45
4913,1,14.36
4913,4,15.03
4913,6,14.69
4913,9,14.84
4913,11,15.28
4913,12,13.29
4913,13,15.04
4913,14,14.91
4914,1,13.94
4914,4,14.09
4914,6,15.65
4914,9,14.89
4914,11,14.73
4914,12,14.09
4914,13,13.73
4914,14,14.23
4915,1,13.81
4915,4,13.03
4915,6,16.12
4915,9,14.45
4915,11,13.94
4915,12,14.61
4915,13,14.23
4915,14,15.38
4916,1,15.23
4916,4,14.85
4916,6,14.63
4916,9,13.76
4916,11,15.1
4916,12,14.37
4916,13,16.09
4916,14,14.86
4917,1,14.44
4917,4,13.56
4917,6,15.23
4917,9,13.63
4917,11,14.61
4917,12,12.91
4917,13,15.1
4917,14,14.21
4918,1,13.54
4918,4,16.04
4918,6,15.69
4918,9,14.85
4918,11,14.92
4918,12,15.22
4918,13,12.67
4918,14,14.45
4919,1,14.8
4919,4,15.58
4919,6,12.35
4919,9,15.07
4919,11,15.44
4919,12,13.37
4919,13,14.83
4919,14,13.62
4920,1,15.3
4920,4,13.01
4920,6,14.69
4920,9,14.71
4920,11,13.93
4920,12,15.39
4920,13,14.01
4920,14,14.1
4921,1,15.3
4921,4,15.58
4921,6,14.58
4921,9,15.0
4921,11,13.77
4921,12,13.17
4921,13,14.66
4921,14,14.35
4922,1,12.98
4922,4,14.11
4922,6,14.38
4922,9,14.35
4922,11,13.92
4922,12,12.61
4922,13,14.34
4922,14,14.24
4923,1,15.62
4923,4,14.88
4923,6,15.33
4923,9,15.32
4923,11,13.42
4923,12,13.85
4923,13,14.3
4923,14,13.44
4924,1,14.8
4924,4,12.93
4924,6,14.47
4924,9,14.94
4924,11,16.95
4924,12,14.24
4924,13,13.49
4924,14,15.07
4925,1,16.46
4925,4,15.2
4925,6,13.12
4925,9,13.78
4925,11,15.75
4925,12,14.51
4925,13,14.17
4925,14,14.92
4926,1,14.87
4926,4,14.96
4926,6,14.07
4926,9,16.04
4926,11,15.42
4926,12,15.28
4926,13,14.05
4926,14,16.52
4927,1,12.97
4927,4,15.8
4927,6,14.13
4927,9,14.32
4927,11,13.53
4927,12,15.75
4927,13,14.79
4927,14,14.22
4928,1,15.3
4928,4,14.1
4928,6,14.21
4928,9,15.18
4928,11,15.09
4928,12,13.58
4928,13,13.47
4928,14,13.79
4929,1,14.9
4929,4,14.7
4929,6,15.24
4929,9,14.0
4929,11,14.73
4929,12,15.32
4929,13,14.81
4929,14,13.82
4930,1,14.82
4930,4,14.87
4930,6,12.11
4930,9,12.76
4930,11,13.49
4930,12,14.71
4930,13,14.73
4930,14,13.94
4931,1,15.12
4931,4,13.34
4931,6,15.49
4931,9,15.61
4931,11,11.68
4931,12,16.26
4931,13,14.77
4931,14,16.08
4932,1,14.34
4932,4,15.96
4932,6,15.84
4932,9,15.46
4932,11,14.31
4932,12,15.97
4932,13,15.03
4932,14,13.72
4933,1,15.58
4933,4,14.27
4933,6,16.6
4933,9,14.69
4933,11,15.41
4933,12,15.65
4933,13,15.44
4933,14,14.7
4934,1,14.34
4934,4,15.43
4934,6,14.89
4934,9,15.08
4934,11,14.53
4934,12,16.29
4934,13,15.48
4934,14,15.51
4935,1,13.75
4935,4,14.72
4935,6,13.61
4935,9,14.26
4935,11,15.66
4935,12,14.34
4935,13,13.93
4935,14,13.74
4936,1,14.29
4936,4,14.01
4936,6,14.51
4936,9,14.62
4936,11,16.73
4936,12,13.78
4936,13,15.11
4936,14,13.93
4937,1,14.48
4937,4,15.41
4937,6,15.11
4937,9,13.21
4937,11,14.43
4937,12,15.04
4937,13,15.23
4937,14,14.15
4938,1,14.57
4938,4,15.18
4938,6,14.45
4938,9,16.07
4938,11,14.63
4938,12,14.07
4938,13,13.94
4938,14,14.56
4939,1,13.72
4939,4,14.43
4939,6,15.02
4939,9,14.57
4939,11,15.71
4939,12,14.46
4939,13,14.76
4939,14,15.17
4940,1,13.09
4940,4,14.19
4940,6,15.1
4940,9,13.51
4940,11,15.25
4940,12,14.93
4940,13,15.09
4940,14,15.02
4941,1,12.63
4941,4,17.4
4941,6,16.16
4941,9,14.7
4941,11,15.15
4941,12,13.32
4941,13,15.63
4941,14,14.28
4942,1,13.45
4942,4,13.69
4942,6,14.04
4942,9,13.8
4942,11,14.98
4942,12,15.23
4942,13,14.43
4942,14,15.29
4943,1,15.39
4943,4,13.86
4943,6,14.36
4943,9,15.54
4943,11,13.56
4943,12,15.35
4943,13,14.92
4943,14,14.52
4944,1,14.25
4944,4,12.54
4944,6,15.82
4944,9,14.13
4944,11,13.63
4944,12,13.93
4944,13,13.96
4944,14,15.2
4945,1,15.55
4945,4,14.6
4945,6,14.53
4945,9,15.62
4945,11,13.37
4945,12,101.48
4945,13,16.3
4945,14,14.53
4946,1,14.12
4946,4,13.89
4946,6,13.97
4946,9,14.29
4946,11,15.05
4946,12,14.17
4946,13,13.05
4946,14,14.55
4947,1,15.27
4947,4,14.44
4947,6,14.25
4947,9,13.91
4947,11,15.78
4947,12,17.0
4947,13,15.88
4947,14,13.59
4948,1,15.39
4948,4,13.87
4948,6,15.76
4948,9,14.47
4948,11,14.66
4948,12,13.86
4948,13,13.76
4948,14,15.96
4949,1,15.67
4949,4,13.74
4949,6,15.42
4949,9,14.75
4949,11,13.99
4949,12,13.89
4949,13,14.31
4949,14,13.07
4950,1,15.92
4950,4,14.25
4950,6,14.95
4950,9,13.24
4950,11,15.61
4950,12,15.4
4950,13,13.51
4950,14,15.69
4951,1,13.34
4951,4,13.59
4951,6,14.97
4951,9,14.37
4951,11,13.74
4951,12,14.39
4951,13,14.2
4951,14,12.6
4952,1,14.78
4952,4,14.3
4952,6,13.57
4952,9,13.26
4952,11,14.21
4952,12,14.67
4952,13,15.51
4952,14,14.55
4953,1,16.29
4953,4,12.72
4953,6,15.1
4953,9,13.64
4953,11,15.02
4953,12,14.95
4953,13,13.61
4953,14,14.45
4954,1,15.8
4954,4,13.55
4954,6,13.19
4954,9,15.24
4954,11,15.96
4954,12,13.78
4954,13,15.61
4954,14,16.1
4955,1,14.72
4955,4,15.77
4955,6,15.36
4955,9,14.5
4955,11,15.57
4955,12,16.07
4955,13,16.74
4955,14,15.76
4956,1,14.42
4956,4,15.4
4956,6,12.46
4956,9,13.59
4956,11,13.12
4956,12,13.24
4956,13,13.48
4956,14,14.47
4957,1,15.12
4957,4,15.63
4957,6,13.85
4957,9,15.68
4957,11,13.56
4957,12,15.96
4957,13,14.09
4957,14,14.98
4958,1,15.21
4958,4,13.93
4958,6,13.22
4958,9,13.25
4958,11,14.59
4958,12,12.68
4958,13,15.86
4958,14,14.08
4959,1,15.02
4959,4,14.91
4959,6,13.29
4959,9,11.85
4959,11,13.98
4959,12,12.4
4959,13,13.61
4959,14,13.55
4960,1,13.68
4960,4,14.36
4960,6,15.26
4960,9,13.94
4960,11,13.86
4960,12,11.75
4960,13,15.94
4960,14,14.77
4961,1,14.34
4961,4,14.16
4961,6,16.09
4961,9,17.73
4961,11,13.42
4961,12,15.25
4961,13,16.95
4961,14,14.41
4962,1,13.78
4962,4,14.29
4962,6,13.2
4962,9,15.49
4962,11,16.88
4962,12,13.39
4962,13,15.27
4962,14,14.48
4963,1,15.39
4963,4,13.84
4963,6,13.95
4963,9,13.58
4963,11,14.6
4963,12,13.18
4963,13,12.29
4963,14,14.41
4964,1,13.58
4964,4,15.22
4964,6,15.64
4964,9,14.57
4964,11,14.01
4964,12,15.87
4964,13,13.41
4964,14,14.59
4965,1,13.74
4965,4,15.48
4965,6,12.55
4965,9,14.23
4965,11,14.28
4965,12,14.64
4965,13,14.95
4965,14,13.15
4966,1,15.17
4966,4,13.94
4966,6,14.5
4966,9,14.16
4966,11,14.74
4966,12,15.4
4966,13,15.68
4966,14,14.49
4967,1,16.21
4967,4,14.12
4967,6,15.97
4967,9,14.41
4967,11,13.81
4967,12,14.53
4967,13,15.31
4967,14,15.24
4968,1,14.89
4968,4,14.34
4968,6,14.02
4968,9,15.06
4968,11,14.53
4968,12,15.6
4968,13,13.05
4968,14,12.93
4969,1,15.28
4969,4,16.31
4969,6,15.95
4969,9,15.85
4969,11,15.01
4969,12,15.05
4969,13,13.92
4969,14,14.3
4970,1,15.08
4970,4,13.64
4970,6,14.36
4970,9,14.59
4970,11,13.75
4970,12,15.22
4970,13,16.42
4970,14,14.38
4971,1,15.39
4971,4,13.24
4971,6,13.87
4971,9,13.99
4971,11,14.79
4971,12,15.03
4971,13,15.49
4971,14,12.88
4972,1,14.22
4972,4,15.25
4972,6,13.87
4972,9,14.44
4972,11,13.61
4972,12,14.9
4972,13,16.11
4972,14,14.15
4973,1,14.14
4973,4,15.05
4973,6,15.02
4973,9,14.46
4973,11,13.03
4973,12,14.9
4973,13,14.75
4973,14,14.62
4974,1,15.73
4974,4,14.49
4974,6,15.73
4974,9,14.42
4974,11,14.03
4974,12,14.73
4974,13,16.44
4974,14,13.91
4975,1,15.59
4975,4,13.39
4975,6,12.11
4975,9,14.36
4975,11,15.69
4975,12,12.98
4975,13,15.05
4975,14,12.99
4976,1,14.2
4976,4,13.9
4976,6,14.11
4976,9,14.26
4976,11,13.52
4976,12,15.0
4976,13,13.44
4976,14,14.0
4977,1,13.82
4977,4,14.58
4977,6,14.41
4977,9,15.59
4977,11,14.37
4977,12,17.25
4977,13,13.48
4977,14,13.61
4978,1,14.51
4978,4,15.27
4978,6,16.15
4978,9,13.18
4978,11,13.74
4978,12,13.56
4978,13,14.41
4978,14,14.59
4979,1,14.46
4979,4,13.44
4979,6,15.36
4979,9,15.1
4979,11,12.47
4979,12,17.05
4979,13,12.79
4979,14,14.44
4980,1,12.24
4980,4,15.18
4980,6,14.99
4980,9,14.34
4980,11,14.42
4980,12,17.47
4980,13,13.33
4980,14,15.41
4981,1,14.84
4981,4,14.95
4981,6,16.03
4981,9,14.58
4981,11,13.38
4981,12,15.21
4981,13,13.04
4981,14,16.27
4982,1,15.12
4982,4,14.81
4982,6,16.39
4982,9,15.29
4982,11,15.68
4982,12,13.38
4982,13,13.92
4982,14,15.0
4983,1,14.8
4983,4,14.73
4983,6,14.53
4983,9,15.01
4983,11,15.77
4983,12,16.08
4983,13,14.56
4983,14,15.35
4984,1,12.69
4984,4,13.9
4984,6,13.74
4984,9,16.56
4984,11,14.84
4984,12,15.02
4984,13,15.32
4984,14,15.87
4985,1,13.93
4985,4,14.66
4985,6,14.36
4985,9,14.45
4985,11,14.57
4985,12,13.67
4985,13,13.57
4985,14,13.75
4986,1,15.14
4986,4,15.65
4986,6,14.13
4986,9,14.73
4986,11,13.86
4986,12,12.96
4986,13,14.74
4986,14,14.5
4987,1,15.48
4987,4,13.26
4987,6,13.63
4987,9,14.6
4987,11,14.95
4987,12,12.69
4987,13,14.11
4987,14,13.45
4988,1,13.87
4988,4,12.88
4988,6,13.68
4988,9,15.9
4988,11,14.79
4988,12,14.64
4988,13,15.99
4988,14,15.58
4989,1,14.1
4989,4,14.98
4989,6,14.85
4989,9,16.47
4989,11,13.49
4989,12,14.94
4989,13,12.86
4989,14,15.09
4990,1,13.51
4990,4,12.7
4990,6,16.42
4990,9,14.88
4990,11,15.47
4990,12,13.25
4990,13,15.28
4990,14,14.87
4991,1,14.38
4991,4,14.68
4991,6,15.78
4991,9,14.56
4991,11,13.52
4991,12,14.3
4991,13,14.64
4991,14,16.22
4992,1,16.51
4992,4,15.6
4992,6,16.09
4992,9,15.35
4992,11,14.92
4992,12,14.2
4992,13,13.45
4992,14,13.91
4993,1,15.83
4993,4,14.39
4993,6,16.85
4993,9,13.73
4993,11,15.45
4993,12,14.33
4993,13,14.81
4993,14,15.78
4994,1,15.22
4994,4,13.42
4994,6,12.26
4994,9,13.3
4994,11,15.86
4994,12,15.13
4994,13,14.16
4994,14,13.68
4995,1,13.83
4995,4,12.44
4995,6,14.67
4995,9,14.95
4995,11,15.79
4995,12,13.85
4995,13,14.14
4995,14,13.48
4996,1,15.65
4996,4,14.64
4996,6,15.14
4996,9,16.71
4996,11,13.13
4996,12,14.74
4996,13,13.29
4996,14,15.1
4997,1,14.06
4997,4,14.68
4997,6,14.93
4997,9,14.59
4997,11,13.72
4997,12,14.41
4997,13,15.48
4997,14,12.87
4998,1,13.95
4998,4,73.22
4998,6,15.91
4998,9,14.04
4998,11,12.0
4998,12,13.97
4998,13,15.84
4998,14,14.73
4999,1,15.04
4999,4,15.08
4999,6,15.27
4999,9,14.04
4999,11,14.71
4999,12,13.84
4999,13,13.83
4999,14,14.9
5000,1,13.67
5000,4,14.7
5000,6,13.92
5000,9,14.96
5000,11,13.89
5000,12,14.22
5000,13,13.89
5000,14,13.6
5001,1,14.63
5001,4,14.59
5001,6,15.06
5001,9,13.54
5001,11,14.87
5001,12,14.56
5001,13,13.86
5001,14,14.68
5002,1,14.87
5002,4,16.2
5002,6,14.83
5002,9,15.17
5002,11,13.56
5002,12,15.57
5002,13,13.81
5002,14,12.58
5003,1,14.95
5003,4,16.75
5003,6,15.38
5003,9,14.62
5003,11,14.75
5003,12,14.0
5003,13,12.53
5003,14,14.63
5004,1,14.36
5004,4,14.61
5004,6,14.11
5004,9,15.4
5004,11,57.22
5004,12,15.12
5004,13,16.33
5004,14,13.99
5005,1,14.5
5005,4,14.56
5005,6,13.7
5005,9,15.82
5005,11,14.9
5005,12,15.41
5005,13,15.71
5005,14,16.07
5006,1,16.94
5006,4,15.43
5006,6,15.0
5006,9,14.44
5006,11,13.76
5006,12,14.34
5006,13,16.17
5006,14,13.92
5007,1,14.85
5007,4,14.41
5007,6,14.79
5007,9,14.08
5007,11,13.57
5007,12,13.59
5007,13,14.5
5007,14,15.46
5008,1,14.18
5008,4,17.35
5008,6,14.42
5008,9,15.5
5008,11,14.09
5008,12,14.95
5008,13,13.5
5008,14,13.55
5009,1,12.37
5009,4,14.58
5009,6,14.23
5009,9,14.01
5009,11,15.15
5009,12,14.71
5009,13,14.17
5009,14,12.16
5010,1,15.27
5010,4,15.03
5010,6,14.79
5010,9,14.81
5010,11,14.49
5010,12,14.34
5010,13,15.46
5010,14,14.2
5011,1,14.86
5011,4,14.9
5011,6,13.69
5011,9,13.69
5011,11,13.97
5011,12,14.89
5011,13,14.41
5011,14,13.88
5012,1,14.62
5012,4,13.37
5012,6,14.93
5012,9,15.07
5012,11,14.94
5012,12,14.49
5012,13,14.54
5012,14,13.42
5013,1,14.29
5013,4,14.18
5013,6,16.18
5013,9,12.51
5013,11,13.8
5013,12,14.58
5013,13,14.95
5013,14,15.15
5014,1,13.53
5014,4,14.47
5014,6,13.1
5014,9,16.21
5014,11,13.39
5014,12,14.42
5014,13,15.31
5014,14,11.84
5015,1,14.83
5015,4,14.83
5015,6,14.4
5015,9,15.24
5015,11,14.08
5015,12,14.34
5015,13,14.13
5015,14,13.76
5016,1,12.12
5016,4,13.03
5016,6,14.34
5016,9,14.2
5016,11,14.77
5016,12,13.32
5016,13,13.73
5016,14,15.35
5017,1,13.7
5017,4,16.49
5017,6,13.99
5017,9,14.41
5017,11,14.61
5017,12,15.19
5017,13,15.1
5017,14,15.45
5018,1,14.64
5018,4,15.14
5018,6,12.67
5018,9,16.11
5018,11,14.57
5018,12,14.58
5018,13,14.36
5018,14,14.68
5019,1,14.55
5019,4,15.5
5019,6,14.58
5019,9,15.71
5019,11,13.35
5019,12,13.27
5019,13,13.76
5019,14,15.15
5020,1,14.55
5020,4,14.98
5020,6,15.69
5020,9,16.0
5020,11,13.79
5020,12,15.48
5020,13,15.14
5020,14,13.29
5021,1,14.26
5021,4,14.58
5021,6,14.67
5021,9,16.54
5021,11,14.82
5021,12,13.14
5021,13,14.22
5021,14,13.0
5022,1,17.01
5022,4,13.37
5022,6,16.14
5022,9,14.02
5022,11,15.72
5022,12,14.62
5022,13,16.19
5022,14,15.52
5023,1,13.73
5023,4,11.74
5023,6,14.31
5023,9,14.85
5023,11,15.59
5023,12,14.08
5023,13,12.09
5023,14,68.84
5024,1,15.61
5024,4,16.22
5024,6,14.45
5024,9,13.78
5024,11,15.62
5024,12,15.13
5024,13,12.98
5024,14,17.18
5025,1,14.78
5025,4,15.14
5025,6,13.82
5025,9,16.59
5025,11,12.82
5025,12,13.62
5025,13,16.22
5025,14,15.02
5026,1,14.09
5026,4,15.66
5026,6,16.13
5026,9,15.69
5026,11,13.37
5026,12,16.34
5026,13,15.46
5026,14,12.5
5027,1,13.7
5027,4,15.52
5027,6,14.19
5027,9,14.5
5027,11,14.4
5027,12,15.32
5027,13,15.66
5027,14,15.37
5028,1,15.82
5028,4,12.73
5028,6,14.95
5028,9,14.58
5028,11,14.63
5028,12,15.68
5028,13,15.19
5028,14,15.2
5029,1,15.23
5029,4,15.2
5029,6,15.26
5029,9,15.32
5029,11,15.34
5029,12,14.47
5029,13,13.31
5029,14,14.23
5030,1,14.99
5030,4,13.79
5030,6,14.86
5030,9,14.39
5030,11,14.14
5030,12,15.19
5030,13,14.9
5030,14,14.91
5031,1,13.33
5031,4,14.36
5031,6,14.06
5031,9,15.28
5031,11,13.67
5031,12,16.79
5031,13,13.61
5031,14,14.87
5032,1,15.19
5032,4,14.42
5032,6,14.49
5032,9,15.04
5032,11,15.19
5032,12,15.57
5032,13,15.85
5032,14,13.68
5033,1,12.66
5033,4,13.63
5033,6,14.91
5033,9,13.64
5033,11,15.61
5033,12,15.34
5033,13,15.41
5033,14,15.11
5034,1,15.89
5034,4,14.9
5034,6,15.4
5034,9,15.3
5034,11,15.71
5034,12,13.83
5034,13,16.51
5034,14,15.31
5035,1,15.03
5035,4,15.81
5035,6,12.38
5035,9,13.7
5035,11,12.68
5035,12,14.69
5035,13,16.94
5035,14,16.15
5036,1,16.15
5036,4,16.42
5036,6,13.31
5036,9,14.84
5036,11,14.34
5036,12,14.38
5036,13,15.42
5036,14,15.99
5037,1,13.93
5037,4,14.7
5037,6,12.38
5037,9,14.66
5037,11,15.23
5037,12,13.49
5037,13,15.23
5037,14,14.2
5038,1,14.29
5038,4,14.5
5038,6,14.71
5038,9,14.06
5038,11,15.38
5038,12,15.15
5038,13,12.84
5038,14,15.88
5039,1,14.28
5039,4,15.26
5039,6,16.49
5039,9,14.09
5039,11,14.59
5039,12,14.96
5039,13,14.64
5039,14,14.31
5040,1,15.63
5040,4,16.05
5040,6,13.91
5040,9,12.59
5040,11,15.03
5040,12,15.57
5040,13,13.56
5040,14,14.08
5041,1,13.14
5041,4,13.56
5041,6,15.25
5041,9,12.75
5041,11,14.72
5041,12,14.6
5041,13,13.58
5041,14,13.12
5042,1,14.53
5042,4,14.79
5042,6,13.76
5042,9,16.59
5042,11,14.81
5042,12,14.47
5042,13,11.53
5042,14,13.83
5043,1,14.76
5043,4,16.55
5043,6,13.12
5043,9,15.91
5043,11,16.15
5043,12,14.1
5043,13,15.72
5043,14,15.85
5044,1,14.71
5044,4,15.16
5044,6,13.4
5044,9,14.0
5044,11,14.44
5044,12,14.19
5044,13,14.15
5044,14,14.84
5045,1,14.64
5045,4,15.91
5045,6,14.83
5045,9,16.71
5045,11,17.4
5045,12,12.26
5045,13,14.56
5045,14,13.75
5046,1,14.4
5046,4,14.4
5046,6,14.9
5046,9,14.93
5046,11,14.63
5046,12,14.89
5046,13,15.5
5046,14,14.03
5047,1,13.55
5047,4,15.38
5047,6,14.5
5047,9,15.84
5047,11,14.38
5047,12,12.74
5047,13,15.3
5047,14,13.96
5048,1,13.83
5048,4,16.1
5048,6,14.91
5048,9,13.89
5048,11,13.77
5048,12,14.63
5048,13,16.11
5048,14,12.51
5049,1,13.3
5049,4,16.36
5049,6,15.71
5049,9,15.32
5049,11,16.22
5049,12,16.19
5049,13,12.27
5049,14,14.54
5050,1,14.04
5050,4,15.0
5050,6,15.38
5050,9,14.11
5050,11,13.63
5050,12,14.87
5050,13,16.16
5050,14,14.11
5051,1,15.03
5051,4,14.66
5051,6,14.87
5051,9,14.32
5051,11,14.89
5051,12,15.58
5051,13,12.85
5051,14,15.45
5052,1,14.93
5052,4,14.18
5052,6,16.15
5052,9,15.43
5052,11,14.2
5052,12,16.12
5052,13,14.41
5052,14,14.84
5053,1,15.29
5053,4,13.69
5053,6,14.36
5053,9,14.01
5053,11,13.81
5053,12,15.28
5053,13,13.86
5053,14,14.62
5054,1,14.93
5054,4,14.83
5054,6,15.0
5054,9,15.52
5054,11,13.34
5054,12,16.4
5054,13,14.8
5054,14,14.74
5055,1,13.99
5055,4,15.58
5055,6,15.14
5055,9,13.2
5055,11,14.61
5055,12,13.02
5055,13,15.34
5055,14,16.37
5056,1,14.7
5056,4,15.0
5056,6,13.9
5056,9,14.02
5056,11,13.88
5056,12,11.89
5056,13,16.14
5056,14,15.54
5057,1,15.16
5057,4,15.21
5057,6,14.6
5057,9,14.52
5057,11,14.0
5057,12,14.69
5057,13,23.59
5057,14,13.6
5058,1,13.68
5058,4,15.91
5058,6,15.44
5058,9,14.34
5058,11,13.36
5058,12,12.83
5058,13,19.48
5058,14,16.84
5059,1,15.22
5059,4,15.08
5059,6,15.17
5059,9,14.28
5059,11,12.65
5059,12,15.02
5059,13,16.2
5059,14,15.27
5060,1,15.32
5060,4,14.51
5060,6,13.44
5060,9,14.65
5060,11,16.1
5060,12,15.51
5060,13,15.1
5060,14,14.82
5061,1,14.48
5061,4,15.37
5061,6,11.62
5061,9,15.76
5061,11,13.09
5061,12,13.7
5061,13,15.77
5061,14,13.55
5062,1,14.09
5062,4,15.13
5062,6,14.59
5062,9,16.03
5062,11,14.77
5062,12,16.64
5062,13,14.9
5062,14,13.68
5063,1,15.75
5063,4,14.94
5063,6,14.81
5063,9,14.04
5063,11,14.42
5063,12,15.56
5063,13,14.5
5063,14,13.68
5064,1,13.86
5064,4,13.91
5064,6,15.39
5064,9,12.53
5064,11,15.09
5064,12,13.66
5064,13,14.53
5064,14,14.96
5065,1,12.8
5065,4,13.23
5065,6,15.28
5065,9,15.06
5065,11,15.63
5065,12,14.05
5065,13,14.87
5065,14,12.26
5066,1,14.83
5066,4,15.25
5066,6,15.47
5066,9,13.71
5066,11,13.19
5066,12,15.42
5066,13,14.48
5066,14,14.38
5067,1,15.32
