time,water,power,transport,medical,building,shake,location
5225,5,1,4,0,4,3,18
5225,4,2,5,0,5,3,18
5225,4,2,3,0,5,2,18
5225,5,3,5,0,6,4,18
5225,4,2,4,0,6,4,18
5225,5,3,5,0,5,4,18
5225,4,1,4,0,5,4,18
5225,3,3,4,0,5,2,18
5225,5,3,4,0,5,2,18
5225,4,2,4,0,6,4,18
5225,5,3,5,0,6,3,18
5225,4,1,4,0,5,4,18
5225,4,2,4,0,3,2,18
5225,3,3,4,0,6,3,18
5225,3,2,4,0,5,4,18
5225,5,2,3,0,6,4,18
5225,4,0,4,0,5,4,18
5225,4,3,4,0,5,2,18
5225,5,2,4,0,5,2,18
5225,3,3,4,0,5,4,18
5225,3,2,3,0,5,2,18
5225,3,2,3,0,4,2,18
5225,5,2,4,0,5,3,18
5225,4,3,4,0,4,2,18
5225,5,1,4,0,5,3,18
5225,4,1,2,0,5,2,18
5225,4,1,4,0,4,4,18
5225,4,3,4,0,6,3,18
5225,3,3,3,0,5,3,18
5225,4,3,3,0,6,2,18
5225,4,2,5,0,5,3,18
5225,5,2,3,0,5,3,18
5225,5,2,5,0,4,4,18
5225,5,2,4,0,6,4,18
5225,2,2,2,0,3,2,19
5225,2,3,2,0,2,3,19
5225,2,3,3,0,3,2,19
5225,2,2,2,0,1,2,19
5225,1,2,2,0,2,1,19
5225,1,3,2,0,1,3,19
5225,2,2,4,0,1,2,19
5225,2,2,2,0,2,1,19
5225,2,1,2,0,3,2,19
5225,2,3,2,0,2,1,19
5225,1,3,4,0,3,1,19
5225,5,4,6,0,6,0,13
5225,5,3,4,0,5,0,13
5225,5,3,5,0,4,0,13
5225,4,3,6,0,6,0,13
5225,4,3,4,0,5,0,13
5225,5,1,5,0,5,0,13
5225,6,3,6,0,5,0,13
5225,5,4,4,0,5,0,13
5225,5,4,5,0,5,0,13
5225,7,4,5,3,3,0,16
5225,7,4,5,6,4,0,16
5225,9,4,6,5,4,0,16
5225,7,4,5,4,4,0,16
5225,6,3,5,4,4,0,16
5225,6,5,6,3,4,0,16
5225,7,3,5,3,4,0,16
5225,7,4,4,3,4,0,16
5225,7,5,3,5,4,0,16
5230,0,1,4,0,9,0,2
5230,6,1,0,9,5,0,9
5230,2,10,1,4,8,0,9
5230,10,9,2,0,0,0,12
5230,1,1,6,0,9,0,15
5230,10,1,10,0,7,0,18
5230,1,2,5,2,2,1,1
5230,3,1,5,4,2,0,1
5230,2,2,4,2,1,0,1
5230,3,2,3,2,3,0,1
5230,2,2,4,2,2,0,1
5230,3,2,4,2,2,0,1
5230,2,1,5,3,2,0,1
5230,2,6,4,0,1,1,2
5230,2,5,3,0,1,1,2
5230,4,5,4,0,2,0,2
5230,4,5,2,0,0,1,2
5230,3,6,4,0,0,2,2
5230,2,5,4,0,1,1,2
5230,3,7,4,0,0,1,2
5230,1,6,5,0,0,0,2
5230,2,5,4,0,2,2,2
5230,2,4,4,0,1,1,2
5230,4,5,5,0,1,1,2
5230,3,7,3,0,1,1,2
5230,4,5,5,0,1,1,2
5230,4,5,5,0,1,0,2
5230,2,6,4,0,1,2,2
5230,4,6,4,0,2,1,2
5230,3,6,4,0,1,1,2
5230,4,6,4,0,1,2,2
5230,2,5,3,0,3,0,2
5230,3,4,3,0,0,1,2
5230,4,6,3,0,1,1,2
5230,3,6,3,0,1,1,2
5230,4,5,5,0,2,3,2
5230,4,4,4,0,1,2,2
5230,4,6,5,0,1,1,2
5230,2,6,4,0,2,1,2
5230,2,5,4,0,1,1,2
5230,2,6,4,0,0,1,2
5230,4,5,4,0,1,2,2
5230,3,5,4,0,1,1,2
5230,2,5,4,0,2,2,2
5230,4,5,4,0,2,1,2
5230,2,4,4,0,0,1,2
5230,2,5,3,0,2,1,2
5230,4,5,4,0,0,1,2
5230,4,6,3,0,1,2,2
5230,3,6,5,0,0,1,2
5230,3,5,4,0,1,1,2
5230,3,6,5,0,1,2,2
5230,3,5,5,0,2,0,2
5230,3,5,5,0,2,0,2
5230,3,6,4,0,0,2,2
5230,3,5,6,0,1,2,2
5230,4,6,4,0,1,1,2
5230,2,5,3,0,1,2,2
5230,4,6,4,0,0,0,2
5230,3,6,6,0,2,0,2
5230,4,4,3,0,1,0,2
5230,2,6,4,0,0,2,2
5230,1,6,4,0,1,1,2
5230,3,5,4,0,1,1,2
5230,3,5,3,0,0,2,2
5230,4,7,5,0,0,2,2
5230,3,4,3,0,1,1,2
5230,3,5,4,0,0,1,2
5230,7,4,6,0,5,5,4
5230,8,6,4,0,4,4,4
5230,7,5,5,0,5,5,4
5230,7,6,5,0,5,4,4
5230,7,5,6,0,5,5,4
5230,6,4,5,0,4,5,4
5230,7,4,4,0,6,5,4
5230,6,5,4,0,5,5,4
5230,8,6,6,0,4,6,4
5230,7,4,5,0,5,5,4
5230,7,5,5,0,4,6,4
5230,6,6,6,0,5,5,4
5230,7,5,5,0,4,4,4
5230,7,5,5,0,4,5,4
5230,8,5,4,0,5,5,4
5230,7,6,2,0,5,4,4
5230,8,5,5,0,4,4,4
5230,7,5,5,0,5,5,4
5230,8,5,4,0,5,6,4
5230,7,5,6,0,6,6,4
5230,7,5,5,0,6,5,4
5230,7,4,6,0,4,6,4
5230,7,4,4,0,6,5,4
5230,8,6,6,0,5,4,4
5230,7,4,5,0,6,4,4
5230,7,5,6,0,5,4,4
5230,7,5,5,0,4,6,4
5230,7,5,4,0,6,5,4
5230,8,5,5,0,5,4,4
5230,7,5,5,0,4,7,4
5230,7,5,5,0,5,5,4
5230,7,6,3,0,5,4,4
5230,7,4,6,0,4,6,4
5230,8,6,5,0,5,4,4
5230,6,5,5,0,5,4,4
5230,7,5,5,0,4,5,4
5230,6,5,5,0,6,7,4
5230,8,4,5,0,4,5,4
5230,4,3,4,2,3,1,5
5230,5,3,4,1,3,0,5
5230,5,2,4,0,2,0,5
5230,6,3,4,2,3,1,5
5230,5,3,3,1,3,0,5
5230,6,3,4,0,3,0,5
5230,5,2,4,1,2,0,5
5230,6,1,4,1,3,1,5
5230,4,1,4,0,2,0,5
5230,4,3,3,1,4,0,5
5230,4,2,4,3,3,0,5
5230,5,2,3,2,3,0,5
5230,6,2,3,1,3,0,5
5230,6,1,4,0,2,1,5
5230,5,3,4,1,4,1,5
5230,5,2,4,2,3,0,5
5230,7,2,5,1,2,1,5
5230,0,2,1,3,4,0,6
5230,0,1,2,2,2,1,6
5230,0,1,2,1,3,2,6
5230,1,0,1,1,2,2,6
5230,0,3,2,1,3,1,6
5230,1,2,3,2,3,1,6
5230,0,0,3,2,2,1,6
5230,0,1,1,2,3,1,6
5230,0,1,3,2,3,1,6
5230,0,2,2,3,3,0,6
5230,0,1,3,3,3,0,6
5230,0,2,3,0,3,1,6
5230,0,1,2,3,3,1,6
5230,0,0,2,2,2,1,6
5230,0,1,2,1,4,0,6
5230,0,1,3,1,3,1,6
5230,1,1,3,2,4,1,6
5230,0,0,3,1,3,0,6
5230,1,1,2,3,4,1,6
5230,0,1,1,2,4,1,6
5230,0,0,2,2,3,2,6
5230,1,1,2,1,3,2,6
5230,0,0,2,2,3,0,6
5230,0,0,3,2,2,1,6
5230,0,1,3,2,3,1,6
5230,0,0,1,3,3,2,6
5230,1,2,3,3,2,1,6
5230,0,1,3,2,2,1,6
5230,0,1,2,3,4,2,6
5230,9,8,9,0,7,0,8
5230,9,8,9,0,7,1,8
5230,8,8,10,0,6,0,8
5230,10,8,9,0,7,1,8
5230,9,8,10,10,7,0,8
5230,9,8,9,0,8,0,8
5230,9,8,8,0,7,0,8
5230,9,8,9,0,7,0,8
5230,9,8,9,0,7,1,8
5230,9,7,9,0,7,0,8
5230,8,9,10,0,7,0,8
5230,10,9,8,0,7,0,8
5230,9,2,5,3,7,1,9
5230,8,2,5,4,5,0,9
5230,9,2,5,4,6,0,9
5230,9,2,3,4,6,1,9
5230,10,2,4,3,5,1,9
5230,10,2,5,4,6,0,9
5230,9,3,5,4,6,0,9
5230,9,1,5,4,5,0,9
5230,8,2,4,4,6,1,9
5230,10,2,5,3,7,0,9
5230,7,7,7,0,6,0,10
5230,8,7,7,0,6,2,10
5230,8,8,8,0,7,2,10
5230,7,7,7,0,6,0,10
5230,6,6,8,0,6,1,10
5230,6,8,6,0,7,2,10
5230,6,8,8,0,6,2,10
5230,7,7,7,0,6,1,10
5230,8,8,7,4,7,0,10
5230,7,8,5,0,6,1,10
5230,7,8,7,0,7,1,10
5230,7,7,6,0,7,1,10
5230,7,8,8,0,7,1,10
5230,8,8,6,0,5,0,10
5230,6,8,8,0,7,1,10
5230,9,9,8,0,7,0,10
5230,8,6,6,0,6,1,10
5230,7,7,6,0,4,2,10
5230,6,7,7,0,6,2,10
5230,7,7,9,0,7,1,10
5230,6,7,7,0,6,1,10
5230,8,7,6,0,5,1,10
5230,9,5,5,3,5,2,11
5230,9,5,5,4,5,2,11
5230,8,4,6,3,5,1,11
5230,8,5,5,3,5,1,11
5230,7,6,5,4,4,3,11
5230,8,6,6,4,5,3,11
5230,8,4,5,3,6,1,11
5230,9,4,5,2,5,2,11
5230,8,7,6,3,6,3,11
5230,7,3,5,4,5,2,11
5230,8,5,5,2,6,2,11
5230,10,6,6,3,5,2,11
5230,7,5,5,3,5,2,11
5230,8,6,5,3,6,2,11
5230,7,5,5,2,4,3,11
5230,8,6,5,2,5,2,11
5230,8,5,4,2,3,3,11
5230,7,6,5,2,5,2,11
5230,8,4,6,2,6,2,11
5230,8,4,6,4,4,3,11
5230,8,4,5,4,4,3,11
5230,8,5,5,2,5,2,11
5230,6,5,6,3,5,2,11
5230,8,5,3,2,4,2,11
5230,8,5,6,2,4,3,11
5230,8,4,5,3,5,3,11
5230,8,5,6,3,6,2,11
5230,7,5,4,3,6,1,11
5230,7,5,6,2,4,2,11
5230,8,4,5,4,5,2,11
5230,7,5,5,3,5,2,11
5230,8,6,5,3,5,2,11
5230,8,5,5,3,5,2,11
5230,9,6,5,3,4,1,11
5230,8,4,4,4,6,3,11
5230,7,5,6,2,6,1,11
5230,8,4,5,3,4,3,11
5230,8,6,4,2,6,2,11
5230,7,6,5,3,5,1,11
5230,9,6,4,2,5,3,11
5230,7,4,4,3,5,2,11
5230,8,5,6,3,6,2,11
5230,9,5,5,3,4,2,11
5230,7,5,5,3,6,3,11
5230,7,5,5,2,4,2,11
5230,8,4,4,4,4,2,11
5230,8,5,5,2,5,3,11
5230,7,5,4,2,5,3,11
5230,9,7,4,3,5,2,11
5230,2,5,4,0,2,4,12
5230,3,5,4,0,3,3,12
5230,4,5,4,0,2,5,12
5230,3,4,5,0,3,2,12
5230,3,5,3,0,2,5,12
5230,2,5,2,0,3,5,12
5230,4,5,5,0,3,5,12
5230,3,4,5,0,4,4,12
5230,3,6,4,0,3,4,12
5230,3,5,5,0,2,4,12
5230,3,4,4,0,4,5,12
5230,3,5,4,0,3,6,12
5230,3,5,5,0,2,5,12
5230,3,5,4,0,3,5,12
5230,5,5,6,0,2,4,12
5230,2,5,4,0,2,3,12
5230,4,5,5,0,2,5,12
5230,3,5,4,0,2,5,12
5230,3,5,3,0,3,4,12
5230,4,5,3,0,2,3,12
5230,4,6,6,0,3,4,12
5230,5,6,4,0,1,5,12
5230,3,5,1,0,3,4,12
5230,3,5,3,0,2,4,12
5230,3,5,5,0,4,4,12
5230,4,6,4,0,3,4,12
5230,3,5,4,0,2,5,12
5230,4,5,4,0,3,4,12
5230,3,6,3,0,3,4,12
5230,3,4,5,0,3,6,12
5230,2,0,2,0,1,2,13
5230,2,0,2,0,3,3,13
5230,2,0,2,0,2,4,13
5230,2,0,1,0,2,3,13
5230,7,6,5,0,4,3,14
5230,8,4,4,0,5,3,14
5230,7,6,6,0,4,4,14
5230,7,5,5,0,4,3,14
5230,8,5,5,0,4,3,14
5230,7,5,5,0,5,3,14
5230,8,7,5,0,4,2,14
5230,7,5,4,0,4,3,14
5230,7,4,4,0,4,2,14
5230,6,5,5,0,4,3,14
5230,8,6,6,0,5,2,14
5230,7,5,5,0,4,4,14
5230,7,6,4,0,5,2,14
5230,7,4,6,0,4,2,14
5230,8,5,5,0,3,3,14
5230,6,5,5,0,4,4,14
5230,7,5,5,0,5,3,14
5230,7,5,5,0,3,3,14
5230,8,5,6,0,4,3,14
5230,7,5,4,0,4,3,14
5230,7,6,4,0,4,3,14
5230,8,6,4,0,3,4,14
5230,7,3,5,0,3,4,14
5230,7,6,3,0,3,3,14
5230,7,5,5,0,4,3,14
5230,6,5,6,0,4,2,14
5230,8,5,4,0,3,2,14
5230,6,5,5,0,5,4,14
5230,7,5,5,0,4,4,14
5230,7,4,3,0,4,3,14
5230,7,5,5,0,4,2,14
5230,6,4,6,0,4,4,14
5230,6,7,4,0,6,4,14
5230,6,5,5,0,4,2,14
5230,6,5,6,0,4,3,14
5230,7,5,6,0,3,2,14
5230,6,5,6,0,4,2,14
5230,8,6,4,0,4,2,14
5230,7,5,4,0,3,3,14
5230,9,6,5,0,5,3,14
5230,8,5,6,0,4,3,14
5230,7,7,5,0,3,2,14
5230,6,6,6,0,4,2,14
5230,7,6,5,0,4,3,14
5230,6,5,6,0,3,3,14
5230,8,4,6,0,3,4,14
5230,5,4,4,0,5,4,14
5230,8,6,5,0,4,3,14
5230,8,5,6,0,5,2,14
5230,8,6,6,0,4,1,14
5230,7,5,5,0,3,3,14
5230,6,6,4,0,4,4,14
5230,7,5,4,0,4,4,14
5230,9,5,5,8,3,3,14
5230,8,5,4,0,4,3,14
5230,7,5,5,0,4,3,14
5230,7,5,5,0,5,3,14
5230,7,4,4,0,4,3,14
5230,6,5,6,0,4,2,14
5230,8,5,5,0,4,4,14
5230,7,5,6,0,4,2,14
5230,8,5,5,0,3,3,14
5230,6,5,5,0,4,3,14
5230,7,6,5,7,5,3,14
5230,9,5,4,0,4,3,14
5230,8,5,5,0,3,2,14
5230,8,5,4,0,5,4,14
5230,7,5,5,0,3,4,14
5230,6,4,5,0,4,4,14
5230,6,5,6,0,3,2,14
5230,7,5,5,0,4,3,14
5230,6,4,4,0,4,3,14
5230,8,5,5,0,3,4,14
5230,7,5,6,0,5,3,14
5230,7,6,5,0,4,4,14
5230,6,5,5,0,4,3,14
5230,6,4,4,0,3,4,14
5230,6,7,5,0,4,3,14
5230,7,4,5,0,5,3,14
5230,8,5,6,0,3,3,14
5230,7,6,5,0,3,3,14
5230,6,5,6,0,4,3,14
5230,7,5,5,0,5,4,14
5230,6,6,6,0,4,3,14
5230,7,5,6,0,4,3,14
5230,6,5,6,0,5,3,14
5230,6,5,4,0,4,3,14
5230,7,6,5,0,3,2,14
5230,7,6,6,0,3,3,14
5230,7,6,5,0,4,4,14
5230,7,5,6,0,4,4,14
5230,6,5,4,0,3,3,14
5230,6,5,4,0,4,2,14
5230,7,5,5,0,5,4,14
5230,6,4,4,0,5,3,14
5230,8,6,6,0,4,3,14
5230,7,4,4,0,4,3,14
5230,8,3,5,0,4,3,14
5230,7,5,4,0,4,2,14
5230,7,6,5,0,5,3,14
5230,6,5,5,0,5,3,14
5230,7,5,5,0,4,3,14
5230,7,6,4,0,3,3,14
5230,7,5,5,0,4,2,14
5230,8,4,5,0,4,3,14
5230,7,5,4,0,4,4,14
5230,6,6,6,0,4,3,14
5230,7,4,5,0,3,4,14
5230,2,2,4,0,3,2,15
5230,2,1,3,0,2,2,15
5230,1,1,4,0,4,2,15
5230,3,1,3,0,3,2,15
5230,2,2,3,1,3,2,15
5230,4,1,4,0,3,2,15
5230,1,2,5,0,2,1,15
5230,3,2,4,0,2,2,15
5230,3,1,2,0,4,3,15
5230,4,1,4,0,3,3,15
5230,3,1,3,0,4,1,15
5230,4,1,4,0,3,2,15
5230,3,1,3,0,1,2,15
5230,4,1,3,0,3,3,15
5230,2,0,3,0,2,2,15
5230,3,2,2,0,3,2,15
5230,4,1,3,0,4,3,15
5230,3,0,3,0,3,2,15
5230,3,1,3,0,4,3,15
5230,4,1,3,0,3,2,15
5230,3,0,3,0,3,2,15
5230,4,1,4,0,4,2,15
5230,2,1,3,0,3,2,15
5230,4,1,2,0,1,2,15
5230,3,1,4,0,4,3,15
5230,2,1,2,0,3,3,15
5230,5,0,3,0,4,2,15
5230,3,0,2,0,3,2,15
5230,4,0,3,0,3,2,15
5230,3,1,4,0,3,2,15
5230,4,0,2,0,3,3,15
5230,3,2,3,0,4,1,15
5230,2,2,4,0,3,1,15
5230,3,1,2,0,2,2,15
5230,3,1,4,0,2,2,15
5230,4,1,2,0,4,2,15
5230,3,2,2,0,4,2,15
5230,3,0,2,0,3,2,15
5230,3,1,3,0,5,2,15
5230,3,2,3,0,4,2,15
5230,3,1,4,0,3,2,15
5230,4,1,3,1,1,0,16
5230,4,1,1,0,2,0,16
5230,3,1,3,1,1,1,16
5230,5,1,2,2,1,1,16
5230,4,1,2,1,1,1,16
5230,5,1,1,1,2,1,16
5230,4,1,2,1,2,1,16
5230,5,1,3,1,1,2,16
5230,5,1,3,1,0,1,16
5230,5,2,2,1,0,2,16
5230,4,1,3,1,1,1,16
5230,5,1,2,0,1,1,16
5230,3,0,1,1,2,0,16
5230,4,1,3,1,1,1,16
5230,3,1,3,1,1,1,16
5230,5,1,3,2,0,0,16
5230,4,2,3,1,1,2,16
5230,5,1,2,2,2,0,16
5230,4,1,2,1,1,2,16
5230,5,1,3,1,0,0,16
5230,3,1,3,2,2,1,16
5230,4,1,2,1,1,2,16
5230,4,1,2,1,1,2,16
5230,3,3,5,0,3,1,17
5230,3,2,6,0,2,1,17
5230,2,2,6,0,2,1,17
5230,3,1,6,0,3,1,17
5230,4,2,6,0,3,0,17
5230,3,2,7,0,3,1,17
5230,2,1,5,0,3,2,17
5230,2,3,6,0,4,1,17
5230,3,2,6,0,4,0,17
5230,3,2,6,0,2,0,17
5230,2,2,6,0,3,1,17
5230,3,1,5,0,2,1,17
5230,4,2,6,0,4,1,17
5230,2,1,6,0,2,1,17
5230,3,2,6,0,3,2,17
5230,3,3,8,0,3,1,17
5230,3,3,4,0,5,3,18
5230,4,1,4,0,5,2,18
5230,5,1,5,0,5,4,18
5230,5,2,5,0,5,3,18
5230,3,1,4,0,6,3,18
5230,5,2,4,0,5,4,18
5230,4,3,3,0,5,2,18
5230,3,2,4,0,4,2,18
5230,5,3,4,0,5,3,18
5230,5,3,5,0,5,3,18
5230,3,2,4,0,3,3,18
5230,4,3,5,0,5,4,18
5230,3,3,5,0,7,3,18
5230,6,2,5,0,5,3,18
5230,4,2,4,0,6,2,18
5230,5,2,4,0,5,2,18
5230,5,2,3,0,5,4,18
5230,4,2,5,0,4,2,18
5230,4,1,5,0,6,2,18
5230,4,2,3,0,7,3,18
5230,2,3,4,0,6,2,18
5230,4,2,4,0,5,3,18
5230,4,1,5,0,5,3,18
5230,3,2,5,0,6,3,18
5230,4,1,4,0,6,2,18
5230,4,2,4,0,5,3,18
5230,4,1,3,0,5,2,18
5230,5,1,2,0,5,3,18
5230,5,2,5,0,5,2,18
5230,3,1,4,0,5,5,18
5230,5,2,5,0,5,3,18
5230,3,2,4,0,5,2,18
5230,4,2,4,0,4,3,18
5230,3,2,5,0,5,3,18
5230,5,2,5,0,5,3,18
5230,4,1,5,0,6,3,18
5230,3,2,4,0,4,2,18
5230,5,3,5,0,5,3,18
5230,3,1,3,0,5,3,18
5230,4,3,4,0,6,4,18
5230,3,2,5,0,5,3,18
5230,4,1,5,0,5,4,18
5230,3,0,4,0,5,3,18
5230,5,0,3,0,7,3,18
5230,5,2,5,0,4,2,18
5230,4,2,5,0,5,2,18
5230,5,3,3,0,5,2,18
5230,3,2,3,0,2,2,19
5230,3,1,2,0,2,2,19
5230,2,2,1,0,1,2,19
5230,2,2,2,0,1,3,19
5230,1,2,2,0,3,2,19
5230,0,3,2,0,2,3,19
5230,3,2,1,0,2,1,19
5230,2,3,2,0,2,2,19
5230,2,2,2,0,3,2,19
5230,2,2,1,0,0,2,19
5230,6,2,5,0,6,0,13
5230,5,4,5,0,5,0,13
5230,4,2,5,0,6,0,13
5230,5,3,5,0,5,0,13
5230,3,3,5,0,5,0,13
5230,5,3,4,0,5,0,13
5230,4,3,5,0,5,0,13
5230,5,2,5,0,5,0,13
5230,7,4,5,4,4,0,16
5230,7,4,6,4,4,0,16
5230,7,3,6,4,5,0,16
5230,8,3,5,4,4,0,16
5230,7,4,5,4,4,0,16
5230,6,4,5,4,3,0,16
5230,8,4,5,3,4,0,16
5230,8,3,5,5,5,0,16
5230,7,4,5,4,3,0,16
5230,8,4,6,4,5,0,16
5230,7,4,6,4,4,0,16
5230,6,5,5,4,4,0,16
5230,7,4,5,5,4,0,16
5230,8,5,5,5,3,0,16
5230,8,3,5,5,5,0,16
5230,7,5,6,4,5,0,16
5230,7,4,6,4,4,0,16
5230,7,3,4,5,4,0,16
5230,8,4,5,4,4,0,16
5230,9,4,5,3,4,0,16
5230,7,4,5,3,5,0,16
5230,6,5,6,5,4,0,16
5230,7,5,5,4,4,0,16
5235,0,3,3,10,4,0,1
5235,3,6,8,0,3,0,4
5235,1,3,4,0,8,0,14
5235,7,3,10,0,4,0,15
5235,10,8,3,0,6,0,19
5235,3,3,3,4,3,0,1
5235,3,1,5,2,2,1,1
5235,2,3,4,4,3,0,1
5235,1,3,5,4,2,0,1
5235,2,3,6,3,2,0,1
5235,3,3,4,2,2,0,1
5235,2,2,4,3,2,0,1
5235,3,4,5,0,1,0,2
5235,3,5,4,0,0,0,2
5235,3,5,4,0,0,1,2
5235,3,6,4,0,1,1,2
5235,3,5,5,0,1,1,2
5235,4,6,4,0,0,1,2
5235,3,5,3,0,1,0,2
5235,2,6,4,0,1,1,2
5235,4,4,4,0,1,0,2
5235,3,5,3,0,1,1,2
5235,3,5,3,0,1,0,2
5235,2,5,4,0,1,1,2
5235,4,4,4,0,1,1,2
5235,3,6,6,0,0,1,2
5235,3,5,5,0,1,1,2
5235,4,5,4,0,1,1,2
5235,2,5,5,0,1,1,2
5235,3,5,3,0,1,0,2
5235,2,5,4,0,2,1,2
5235,4,6,4,0,1,1,2
5235,4,5,4,0,1,2,2
5235,3,4,3,0,1,0,2
5235,2,4,3,0,0,1,2
5235,3,5,3,0,0,1,2
5235,2,5,5,0,1,1,2
5235,3,4,5,0,1,1,2
5235,3,3,4,0,2,1,2
5235,2,6,4,0,0,1,2
5235,2,4,4,0,2,1,2
5235,4,4,3,0,1,1,2
5235,4,6,4,0,0,1,2
5235,3,6,4,0,1,0,2
5235,4,5,4,0,1,2,2
5235,3,5,4,0,1,0,2
5235,4,7,3,0,0,0,2
5235,2,6,4,0,2,1,2
5235,3,5,5,0,1,0,2
5235,5,5,4,0,2,1,2
5235,4,4,4,0,1,1,2
5235,4,4,3,0,2,0,2
5235,3,6,4,0,1,1,2
5235,3,5,3,0,1,0,2
5235,2,5,3,0,1,1,2
5235,4,5,5,0,1,2,2
5235,3,6,5,0,1,1,2
5235,4,4,4,0,1,1,2
5235,3,4,4,0,1,2,2
5235,1,5,4,0,1,0,2
5235,7,6,4,0,5,6,4
5235,5,4,4,0,5,5,4
5235,7,5,4,0,4,5,4
5235,7,3,5,0,5,5,4
5235,8,5,5,0,5,5,4
5235,7,6,6,0,5,5,4
5235,7,6,6,0,5,5,4
5235,8,4,5,0,5,5,4
5235,6,5,4,0,4,5,4
5235,8,4,5,0,6,4,4
5235,6,5,6,0,5,4,4
5235,6,5,5,0,4,5,4
5235,7,6,5,0,5,6,4
5235,7,5,7,0,6,6,4
5235,7,5,5,0,6,5,4
5235,7,5,6,0,5,5,4
5235,7,6,5,0,5,4,4
5235,7,5,5,0,4,5,4
5235,8,5,5,0,5,4,4
5235,8,6,5,0,5,6,4
5235,7,4,5,0,4,6,4
5235,7,4,4,0,5,6,4
5235,8,5,5,0,4,6,4
5235,6,5,6,0,4,4,4
5235,7,5,6,0,4,5,4
5235,6,5,5,0,7,5,4
5235,6,6,6,0,6,5,4
5235,6,6,5,0,4,5,4
5235,8,5,4,0,5,6,4
5235,8,4,5,0,5,4,4
5235,7,4,4,0,4,6,4
5235,7,5,4,0,4,5,4
5235,7,5,5,0,5,5,4
5235,7,6,6,8,5,6,4
5235,6,6,5,0,4,5,4
5235,6,5,5,0,5,5,4
5235,7,5,6,0,4,5,4
5235,6,5,4,0,4,5,4
5235,7,7,5,0,6,5,4
5235,4,3,4,1,3,0,5
5235,5,1,4,1,3,0,5
5235,3,3,3,2,2,0,5
5235,4,3,4,1,4,0,5
5235,5,2,3,0,1,0,5
5235,5,1,4,2,4,0,5
5235,6,2,3,0,2,1,5
5235,6,1,4,2,2,0,5
5235,5,2,4,1,3,1,5
5235,6,1,5,0,3,0,5
5235,6,3,2,2,3,0,5
5235,4,2,3,2,2,1,5
5235,6,3,3,1,3,0,5
5235,4,2,5,1,2,0,5
5235,6,1,5,1,3,0,5
5235,6,3,5,2,3,0,5
5235,5,2,4,1,3,0,5
5235,1,1,1,2,3,0,6
5235,0,2,1,2,4,0,6
5235,0,1,3,2,3,2,6
5235,0,0,1,2,4,0,6
5235,0,0,1,3,3,1,6
5235,1,1,2,3,3,1,6
5235,1,1,1,2,3,1,6
5235,0,1,4,2,3,2,6
5235,0,0,2,3,3,1,6
5235,1,1,1,2,3,0,6
5235,0,2,2,3,5,1,6
5235,0,1,3,2,4,1,6
5235,0,1,1,2,2,1,6
5235,0,0,2,1,3,0,6
5235,1,2,2,3,3,0,6
5235,0,1,1,2,2,1,6
5235,0,2,2,3,4,1,6
5235,0,1,3,3,1,1,6
5235,0,1,1,1,2,1,6
5235,1,0,2,2,2,0,6
5235,0,2,2,1,4,1,6
5235,0,0,2,1,3,1,6
5235,0,1,1,3,4,1,6
5235,0,1,3,2,3,2,6
5235,1,1,2,1,4,2,6
5235,0,1,2,1,4,1,6
5235,1,2,1,1,3,1,6
5235,0,1,3,2,4,2,6
5235,1,0,1,4,3,2,6
5235,1,1,2,1,4,1,6
5235,0,2,2,1,3,1,6
5235,1,1,2,3,4,0,6
5235,2,2,1,2,4,1,6
5235,0,1,2,3,3,0,6
5235,8,7,8,0,7,0,8
5235,8,8,9,0,9,0,8
5235,9,8,9,0,7,0,8
5235,9,6,10,0,7,0,8
5235,8,7,9,0,7,0,8
5235,9,9,9,0,5,1,8
5235,10,8,8,0,7,1,8
5235,8,7,10,0,7,1,8
5235,9,2,4,4,6,1,9
5235,9,3,6,4,6,0,9
5235,9,2,5,4,6,0,9
5235,9,2,5,4,6,1,9
5235,10,2,5,3,7,0,9
5235,9,2,6,5,6,0,9
5235,9,3,5,4,7,1,9
5235,10,2,5,4,5,0,9
5235,9,2,6,3,6,1,9
5235,9,2,6,5,5,0,9
5235,9,2,5,5,5,0,9
5235,9,2,5,5,6,0,9
5235,9,3,5,3,6,0,9
5235,10,3,5,5,6,0,9
5235,8,1,4,4,6,2,9
5235,9,3,6,5,7,0,9
5235,10,3,5,3,7,0,9
5235,7,6,7,0,5,1,10
5235,6,7,7,0,5,1,10
5235,7,7,5,0,5,2,10
5235,7,7,7,0,7,2,10
5235,8,7,7,0,6,1,10
5235,7,7,7,0,7,1,10
5235,8,7,6,0,5,0,10
5235,7,7,7,0,6,2,10
5235,7,7,8,0,6,2,10
5235,7,8,7,0,6,1,10
5235,7,7,7,0,7,2,10
5235,6,7,7,0,6,2,10
5235,6,7,6,0,7,2,10
5235,7,8,7,0,6,2,10
5235,7,7,7,0,5,2,10
5235,7,8,8,0,6,1,10
5235,8,8,7,0,6,0,10
5235,8,7,9,0,6,2,10
5235,7,6,8,0,7,1,10
5235,8,7,7,0,5,2,10
5235,7,8,7,0,7,1,10
5235,7,7,8,0,6,1,10
5235,8,5,4,3,6,2,11
5235,8,5,4,3,5,2,11
5235,7,4,5,3,5,2,11
5235,8,5,5,3,5,2,11
5235,6,5,7,2,5,1,11
5235,7,5,4,3,5,3,11
5235,7,4,3,3,6,1,11
